一播放41个赞
燃起来了，黑转黑了
他竟然认真看了MV，他真的，我哭死（goge）
火钳刘明
其他男♂人们的视线
火了撅我（喜!
你 干嘛
太帅了！
6小时
有礼有礼，足勾
kksk
纯路人表示很赞
你好爱他，我哭死
我愿意把我的臀部都给你
我愿意把我的臀部给你
不建议拿鸦片战争开玩笑（别骂我（
黑化的坤坤
DNA逐渐混乱
哎呦~~你干嘛~~~哎呦~~你干嘛~~~哎呦~~你干嘛~~~
kksk!!!
红牛
高举水仙大旗
无路赛！
帅帅帅！！鸡哥好帅
比博燃
你干嘛
你干嘛哟～～
楼上上瘾了吧(喜
你～干嘛
这才是真ikun（赞赏）
为什么感觉好帅（）
文艺复兴
这这这，这真的不是安利向视频吗
这不直接吊打ikun
“第 一 次 鸦 片 战 争 养 的 我～”
哎呦~~~~你干嘛~~~~~~~·
我愿意把我的臀部都给你～
火钳刘明
♂裆真？
漫长的两分钟
火了撅我（迫不及待）
哈哈哈哈哈哈哈
居然还挺帅
你干嘛！！！
第一次鸦片战争养的我
你干麻~~~~~~~
卧槽，好好听
《前摇过长》
有点好听
那个说五十岚大二的信不信蜃楼给你一大逼兜（气愤）
再来亿遍！
うっせぇわ(幻听）
我愿意把沃的臂部都给你~
整活
你干嘛～
被帅到了是什么回事
火钳刘明
草
小黑子，没玩了是吧（好啊，很好啊）
我愿意把我的臀部都给你～
你干嘛～～哎呦
突然有种不属于这个时代的愚者的感觉
巅峰诞生虚伪的拥护，黄昏见证虔诚的信徒！
你干嘛~
还挺帅
真爱粉是吧
黑粉剪得永远比ikun好
你干嘛~~哎呦~~
虚假的爱坤到处引战 ，真正的爱坤用爱二创让哥哥红 
特殊时期，一致对外
居然等到后作哈哈哈
火了踢我～
我的手机在发抖啊啊啊
蔡徐坤扔
作者是真正的ikun
你幹嘛~唉唷~哈哈~唉唷~你幹嘛
小黑子苏珊，食不食香精煎鱼
双厨狂喜
这不还挺帅的
原告：ado
yee～
你干嘛
全是复制弹幕？
Up主已声明，请不要发长串的梗会影响他人观看
你干嘛！
O co co co
不得不说其实up做的真的很好
哎呦
你噶嘛
我的评价是上期难以超越
电       鸡     小      子
如火了撅我（记得点赞）
楼师傅（幻视）
宝藏发现我的能力一直是可以的
你就是蔡徐坤铁粉吧红豆（）
你干嘛~~~哈哈~哎呦~~你干嘛~~~哈哈~哎呦
你干嘛~~
1000
1000人
黑转黝黑了
《御姐坤坤》
第一次压扁成这样的我
第一次鸦片战争生的我
握紧手机
香翅捞饭是不是
哈哈哈
你干嘛
满屏的你干嘛
Ado的两首知名曲为鸡哥Remix贡献了不少（）
这个东西能有第二个版本在做各位都逃不掉
还有升调
syudou：你吗？
kksk（
kksk
kksk
玩鸦片战争？
哎呦～～你干嘛
吵死了？Ado的
汪！汪！汪！汪！（雾
原告：Ado
←鸡哥配不配不是你说了算的，不喜欢叉出去
梅开二度
你干嘛~~哈哈~哎呦
完了，黑成粉了
荔枝点
大二被黑的最惨的一次
電g
还有7分钟我生日好耶!
恶堕了是吧？
你干嘛～～～哎呦
你干嘛
变成纸片人纯纯疯批美人啊
~~~第一次压扁成这样的我~~~
别拿鸦片战争开玩笑
质量真的超高
你干嘛
牛
玩梗归玩梗，为什么带上一鸦？↑
究极污染
吵死了的基尼太美
？
你干嘛
kksk
《乌鸡》
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
手机振麻了
让我怎么去烹饪
哈哈哈哈哈哈哈
KKSK
第一次鸦片战争的我
哎你~~~干~~~~嘛~~~~~~哎呀~~~~~
你看很麻哈哈哈哈哈哈啊哈哈哈哈。哎哟哟。
说实话，坤坤真的有这实力，那没人会黑他的
集美们绝绝子
《蜃楼》
这个是真ikun（）
唐突的踊？
救命好好听（草）
你干嘛
你干嘛！
蔡徐坤看了都得给up主打钱
PV好炫
你干嘛
鸡她真的美
善逸（幻视）
销魂一声鸡叫：啊！～～～～～
↑蜃楼（指正）
你任我怎么去吃人
woc好帅
你干嘛
你干嘛
原告:Ado
看看！什么才是真正的IKUN啊！
是我手机问题吗。感觉喇叭都在震动
你干嘛
没有人夸一夸这个图吗！？真的好看！
律师函警告
kksk
我发现了宝藏和你
虎妞
太高质了！！66
诶呦你干嘛诶悠你干嘛
每一只鸡都应该会唱跳RAP篮球 ——ikUn
鸡哥好帅
你干嘛~~哈哈~哎呦
谁~
你干嘛～～
我家哥哥下蛋你别吃
第一次鸦片战争养的我
《第一次鸦片战争养的我》
第一次鸦片战争养的我
火钳刘明
kksk
你食我的我食你的shit（doge
你干嘛～～
原曲。。。太太剪的好听！！！
你干嘛~~哈哈~哎呦
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
第一次鸦片战争养的我
你干嘛~~哈哈~哎呦
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
病入膏肓指病名为爱（bushi)
你干嘛~~~~~害呦~~~
哎哟~~你干嘛~
帅的我都受不了
诶呦~你干嘛~
你干嘛～
你干嘛！～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
弹幕！？
开团
哎呦-你干嘛
你干嘛哈哈哎呦
楼师傅
巅峰诞生虚伪的拥护，黄昏见证虔诚的信徒！
你干嘛~~~
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛
巅峰诞生虚伪的拥护，黄昏见证虔诚的信徒！
上一期大二这一期蜃楼是吧
荔枝
荔枝
荔枝
好帅啊
有人吗有人吗
旧活新整
~~~第一次压扁成这样的我~~~
~~~第一次压扁成这样的我~~~
你干嘛
刘明
火了赞我
《第一次鸦片战争》
nbnbnbnbnb
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
我愿意把我的臀部都给你～
你干嘛～～～～
高技术力
前面愚者的那个你别走！！！！
nbbbbbb
我妻坤坤
kksk
你干嘛~~~
人呢
可恶，被帅到了（你干嘛）
你干嘛
你干嘛哈哈哟～～～～你干嘛哈哈哟～～～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
一下子高级了
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛~~
甚至很好听呢
KKSK
卧槽居然好好听又好好看
未曾设想的道路
你干嘛（坤坤护体）
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～
你干嘛～
你干嘛~
巅峰产生虚假的看客，黄昏见证虔诚的信徒
啥？有点帅是怎么回事
好怪，再看一眼
↑不是蜃楼？
1.5倍速无敌
《我愿意把我的臀部都给你》
你干嘛
干嘛！
不管我怎么去做人~~~
？画帅了
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛~~哈哈~哎呦
去看男人们的世界
再来亿遍00：00
再来00：01亿遍
再来亿遍00：01
再来00：00
跳楼00：00
好牛
菜顶流是最吊的
《KING》
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛
火了踢我一脚
giga～
让 我 怎 么 去 做 人
你干嘛~~~哈哈~~~哎哟~~~
哈哈哈哈哈哈哈哈哈哈哈
弹幕有才
你干嘛~~
好好听啊
你干嘛～～～哈哈
哎呦，不知道是来早了，还是没有那个来感觉了。导致这个赞不多。
ikun：你这让我很为难（滑稽
我的手机怎么也在震
你干嘛~
这水平比那些什么真爱粉高多少了
这样NB的太太不是我的圈的我心痛！
列     强
你干嘛~~
你干嘛~~
kksk！！！！！！！
DNA错乱（悲
为什么质量那么高哈哈哈
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
好帅，黑转粉了（bushi
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
绝了！！！
就很离谱
kksk
哈哈~唉哟~~你干嘛~~~哈哈~唉哟~~你干嘛~~~哈哈~唉哟~~你干嘛~~~哈哈~唉哟~~你干嘛~~~哈哈~唉哟~~你干嘛~~~哈哈~唉哟~~你干嘛~~~哈哈~唉哟~~你干嘛~~~哈哈~唉哟~~
你干嘛~~哈哈~哎呦你干嘛~~哈哈~哎呦你干嘛~~哈哈~哎呦
诡异的和谐
你干嘛~~
这个梗真的永不过时
二次元人设比现实帅
你干嘛~哈哈~哎呦
画的还甚至有点好看
你干嘛啊
啊～～～～哈哈～～
指尖旋转的篮球，是我此生不变的信仰，唯我ikun永世长存！！！指尖旋转的篮球，是我此生不变的信仰，唯我ikun永世长存！！！指尖旋转的篮球，是我此生不变的信仰，唯我ikun永世长存！！！
你干嘛~哈哈~哎呀！
我愿意把我的臀部给你
屏幕归我啦，哈哈哈
哇啊啊啊啊啊啊帅哎
蔡徐坤有个粉丝把他爹毒了
蔡徐坤有个粉丝把他爹毒了
人呢
你干嘛 哎呦
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
太帅了吧
病娇是吧
这不比ikun强？
所谓的ikun只会在台下喊破喉咙，而真ikun会用鬼畜帮她写歌
再黑紫砂了
ikun作品
鸡你太烦
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
好活
ildilid
这是描图吧？
kksk
我闭着眼睛也能砍到你~
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～
红牛
？？？
你干嘛~~~哎哎呀~~~
你是我的神！！！
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
鲲流才是最吊的
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛
你干嘛~
好帅好帅
吗的笑死我了救命，真ikun都没这粉丝力笑死我了笑死我了
我擦竟然还很好看
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
这个鸡哥有点帅啊
Up做的真的超级好看
你干嘛
你干嘛
你干嘛
你干嘛
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛
我们才是ikun？
鲲鲲，我在看这条视频的时候，你有在黑化罢
kksk
律师
好听
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
727个人
0.75新世界
虽然但是，真的有黑化那感觉了
你干嘛~~
逢鸡必赞
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
金…金木研！？
kksk
乌鸡
这是黑出了感情吗
火钳刘明
我信荔枝不氨
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
magentapotionbga(幻视）
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
好帅呀好帅呀
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
哎哟~你干嘛~
黑鸡
你干嘛~~
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
这句好听
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
虽然但是 这活整的路人都觉得:卧槽牛啊
有一说一好帅
哇哦
你干嘛
有点震惊 黑怎么做的这么牛
你干嘛
坤坤我好爱
指尖旋转的篮球，是我此生不变的信仰，唯我ikun永世长存！！！
为啥我手机在震
坤坤我爱你！！！！！！
你干嘛
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
见过黑坤坤的没见过这么“黑”坤坤的
真的分不清这到底是黑还是粉了
啊啊啊啊啊啊
手机在震动
你干嘛～～～～害呦
你干嘛
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
Ado风评被害（
就怕来一句烦死鸡
我的手机怎么在震动！！！！
你干嘛~~哈哈~~哎呦~~
你干嘛
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
阿这
不得不说听几遍之后还挺上头的
还有我闭着眼睛也能砍到你
就是现在搞死我~
好像黑了，又好像没黑
大晚上看都不困了
你干嘛~~哈哈~哎呦
一瞬间竟不知道是不是友军
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好棒啊
你干嘛～～哎哟
一天来亿曲，鸡哥我爱你
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
能不能改编一下坤坤的hug me 
电音
要素过多哈哈哈哈
牛逼
我的ado。。。
到时候我家哥哥下蛋你别哭着要吃
你干嘛~~哈哈~~
虽然但是好牛
你
你干嘛
乌鸡
这不比原唱好听。
我去牛壁
乌鸡国
是ikun粉上黑粉的程度
太用心了打call
啊这
kksk
你干嘛～～～哎哟～～
你干嘛
你干嘛
我 愿 意 把 我 的 臀 部 给 你
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
哎呦~~~你干嘛~~
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
鸡哥！帅！
哎呦~你干嘛
哎呦~你干嘛
这个运镜不错
Ado的感觉
王德发
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
乌鸡哥
哎呦~~你干嘛~~~~
~~~第一次压扁成这样的我~~~
~~~第一次压扁成这样的我~~~
~~~第一次压扁成这样的我~~~
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
o
你干嘛
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
才发现是跟二次元鸡哥同一个up
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～哎呦～～你干嘛～～～哈哈～
老活新整
你干嘛~~~哈哈~~哎呦~​
你干嘛哈哈哎呦～
你干嘛～
第一次压扁成这样的我
你干嘛
你干嘛
I
两个都好衰
