没错
说才12年的，不考虑把嫌疑人知道死刑，先奸后杀吗？
萧山nb
主要是死刑太少，代价太低，导致有些人可以东山再起甚至逍遥法外
小孩子进去了 再出来根本就没未来了
就这还要生呢
老婆牌面
什么？还有底线？
妈蛋 这该直接死刑 恶心死我了
女婴都不放过，没看到我真是不敢想像
我也第一次这么早
直接给他超级加倍
三色是对解放军战士的恶劣造谣
真正的猛虎出牢笼
卧槽
社会化抚养
前面问为什么不死刑的，去看罗老师的课
黑暗灵魂的碎片
对像你这么胖也有可能变成彭于晏doge
唉，如果是自己的亲人小孩受到这类伤害，我真的会忍不住变成“张三”吧
我们叫他菜鸡坤
你别搁着死刑起步了
我觉得不是侵害未成年人变多了，而是被爆出来的变多了
排面
量刑要依法，破坏程序正义是更坏的恶
我觉得到一定程度人的本性会觉得这不对，但直到在这种地步才反应过来这说明他的人性标准和三观有问题。这和教育应该也有关系。孩子最应该学的不是语数英，而是正确的三观。
热乎的！
这种qj犯会被狱友重点照顾的
很有必要，都做过小孩，都大概率有小孩
才12年。。。
拐卖如果死刑，那么罪犯会在被发现时杀掉拐卖的孩子，反正杀人也只是死刑而已，，，
一审还无罪，牛逼大发了
12 年还不硬，你进去蹲两个月试试
是生存，不是孩子
该不会真以为打群架很少吧？
←有预防未成年人犯罪法的
xz壁虎
社会化抚养
已成为父母 看到这些真的很气愤
量刑要依法
刚刚过去一个16月婴儿？？
白莲必糊
爽：我自己就是孩子
牌面
社会化抚养
十二年多吗
怎么弹幕上 怎么不BB了？ 说是广西的就说 又是广西现在放其他的怎么不见你BB了？
麻蛋
谁说的，我们班级里面就有一个打群架组织者，被关了
这种人判20年都少了
？
这么多吗
牌面
45分钟8.3万点击
排面
弹幕里 怎么这么多人才 真服了
真不错的有点危险啊。。
老师要不要说下偷换人生的，太气人了
16个月？？？？？疯了？？？！！！
这tm才12年？？？
因为没证据，不能定更高的罪
是人吗
成年人要要保护哇
开个玩笑，三十多岁的大男孩（doge）
问题有的时候咱就是判的不准打的不狠保护不稳预防很拉
有的人用童年治愈一生而有的人却用一生来治愈童年
12年有点儿少啊
想想韩国那个案件多可怕
这么正义的话题，不就是想要三连嘛，拿去拿去
好医生
点赞
12年不少了，兄弟们，从小学到高中结束12年
好！
马逆狂喜，开始社会化抚养
来了
热乎！
黑老大多少年？
哈哈哈哈哈哈哈哈
这个世界怎么了
弱者太多了
你可真是枉为一撇一捺
这如果直接死刑的  小女孩只会更惨  别老搁这死刑了
来啦
加强处理
12年，真TM太少
这种视频请不要玩梗
这么多？！
排面
十二年，太少了
最近产量又高了～
撕裂？？？！！！
支持
哈哈哈～
黄四郎脸上有四吗？
可悲不可怜
排面
正道的光
来了
那也不可能是死刑啊各位。。
不止要警惕男人，应当在适当范围内警惕所有人，划重点，适当范围内，人性善恶是无法预料的
孩子被欺负，是因为他弱小，或许这就是人生吧
卧槽
鸡皮疙瘩都起来
万事有社区，谈待遇就不认识了。
社会化抚养，带定位手环
牌面
来了
他十二年出来孩子也才刚刚成年而已那么小的孩子就要背负这种伤害度过一生
一审有病吧！
才12年啊
高检院联名666
垃圾
排面啊，总公司支持你
无期也才二十五年，十二年还不硬
太少了
看好自己的孩子
这种判12年都感觉轻了
排面
这个跟家长在家对孩子的性教育有很大关系～
可怕
希望我小学那会不是被白打
我们总公司同事真帅
不教育很难预防，学校课程也要跟上啊～
哈哈哈
tmd 这些垃圾·
热乎的
人性没有底线——本集over
排面
这个应该死刑
草
这
这不得给个死刑？
牌面
。。。。为什么才12年。。
家长一定要多注意自己的孩子啊
曹，血压上来了
这个人渣
中国版素媛
不应该十二年啊，五十年还不够啊
排面
弱者挥刀向更弱者
说到孩子，未成年伤害杀死未成年怎么办？
此处应该@澳大利亚
哦吼排面
热乎
为什么呀，12年就能换一个女孩的一生吗？这女孩一生的精神都受影响呀
深圳小学生校服，牌面
强者挥刃向更强者，弱者挥刃向更弱者。
来了 来了
自己做的事自己承担，没啥好同情的
平【‘’
十二年是因为送去就医了，如果改成死刑，大概率他宁可看着孩子死
又坏又怂是坏到没家了
主要是孩子害怕，不会主动说
拐卖死刑不会杀死孩子的 因为对拐卖者来讲活的孩子才能换到钱
畜牲啊
15岁还来得及，只是代价却也太大了
排面
排面
才十二年?
↑接句话，不管男孩女孩，都要防护！！！
↑身边有男同学被猥亵过的
牌面
三观是千奇百变的，又有谁能说出绝对正确的那种呢？
未成年男性应该也有吧
热乎
1小时，还热乎
你 !还记得! 你是谁的希望吗!
现在大家都知道打架要报警的了
一审法官？
河南未成年
1小时 热乎
所以说单身一辈子解决你担心的问题
有的人同年治愈一生，有的人用一生治愈童年
半佛！我点赞投币！可以转发吗？
排面
很好
嗯这都是基因要你做的
wotm
澳洲部长？
这种人能不能打死！
排面
蔡经理？菜经理！！！
5万？
先把孩子当个人
来早了啊
十二年还是少
代表着火之意志
加强校园素质教育，包括老师校长门卫等等成人
排面！
黑恶势力也是当年的未成年人
这些情况在医院还是偶尔能看到的
你这个转场有点快啊
牲口
讲究
希望父母提高警惕，加强自我修养，做个合格的父母
用孩子顶罪太不当人了
请先把平等放在首位
一天一百多起
应该死刑
害挺押韵
学校必须跟上
凡是对未成年出手的，都是没有自信的侏儒男
社会化抚养
前面未成年人杀了未成年人的是没网络吗？前不久不就有处罚？
=
我突然开始担心医生遭到报复
.
畜生
好样的
我班里有班里那些人还很羡慕觉得很酷
请不要把未成年人和成年人区分开来，需要区分的其实应该是一个人的行为能力
不死何为
接化发～
这样连坐，人人有责最好
打群架一点也不少……只是你没见到。
投入产出怪
球球科普xing 教育
校园欺凌也管吗
太少了 12年
死刑
恶魔？放灰骑士，放DOOM，放但丁！
来了来了  社会化抚养
排面
没有底线
玩梗哦，这个话题比较黑暗，在这玩梗一点都不好笑
给力
来了
死刑不香么
关上一个小时的大门
热乎的排面
应该把未成年人替换成不具有完全民事行为能力的人
热乎呀
热乎
铁拳要狠
无暗号
ao3用户伤害了谁 国家都没有说什么 法律都没有说什么 你一个xz粉丝在这放什么屁
豫章书院出
排面
豫章书院出来挨打
有没有行为能力，应该具体案件具体分析
这还是起诉的数量，实际数量更多
这么多？
只招女老师
牌面
排面
恶魔啊
香港和好莱坞电影美化了他们，黑帮就是过街老鼠
每日基金
死刑肯定不行，不然他下次直接杀人埋尸，反正
很不错
作恶的人也应该为自己的选择负责
排面
孩子三观也得管管了，尤其追星。。。。
真实现在蓝筹的评论区里没有一个喊坤哥的了，全是骂的笑死我了
牌面！
排面
才特么12年？
一岁半不到！你tm。。
逐渐罗翔化？
这期很有意义
正道的热乎
拍卖
热乎
没错 惩罚就是应该越严越好杜绝犯罪
排面
前面的不要那么情绪化，判刑是要依法的
铁拳也存在倒刺
牌面啊
疑罪从有那个，我现在就怀疑你有罪
社会化抚养
菜虚坤
排面
老婆正经起来了 真不错
十二年不少了，还有没超过十年的呢
热乎
判轻了
排面
卧槽
收到暗号
我不是父母，多赚钱为了养父母
君麻吕直呼内行
建议直接死刑
人性没有底线
畜牲
外教
很多不是后悔自己的行为 是后悔居然要受惩罚...
菜经理这两天很优秀
我一直很稳定，鸡你太美
蔡徐坤
天哪
蔡鸡鲲
排面
来了来了
HZX是帅哥
牌面
热乎！
差点以为SCP
scp帮助您
保护
排面
老公
广西要加油啊
15岁入黑两年，他入歧途才13岁，他是错的，该受惩罚，但拉他入伙的人该下地狱
排面
不了解事情前因后果不应该妄加评论
热乎
我靠，这么多
排面
死刑啊
死刑，小孩子更没活路
第一次遇到我生日发生大事竟是？哭
人性的底线，就是没有底线！
百年
还是要普及性教育啊
老师：为什么不见他去打别的同学？一个巴掌拍不响
排面
真实
人民吧
这一期没有弔图了，可以看得出这个话题的严肃性
没懂，证据不明就判刑？
这个有道理
美国对未成年犯罪就是疑罪从有，所以美国人不会轻易靠近别人小孩
蔡徐坤
.
真就网络法官死刑起步呗，小女孩儿人没死很难死刑的，多学学法律吧
注意屏蔽“社会化抚养”关键字，别什么都来暴论
如果是真的
老婆好排面
？
是否需要调查
来了
又涨又跌的时候是蔡徐坤
@《2 dark》
想知道一审咋判的
犯罪就应该直接处死！只分犯没犯罪
才12年的原因估计是现有法律的原因，不是不愿意判死~~
如果有更好的引导，是远远走不到犯罪这一步的
ktwgsgxb
才十二年
牌面啊！
语速比平时有点慢啊
牌面
真的是，为了孩子
泪目
要是这你都不敢讨论，你还扯什么正义？
排面
这些禽兽
人渣
FYGOD FYDOG
没有底线
排面，半佛老师排面
疑罪从有?我让孩子诬陷你怎么破?
排面
？？？？？？
热乎的
排面
排面
？？？？？？？
什么叫又是广西，弹幕礼仪没学过，地图核弹倒是无师自通啊
血压升高，握草，才判12年，建议死刑。
卧槽
社   会   化   抚  养
排面
不要挑战人性
排面
禽兽
也还是自己的选择。不过邪恶当然比正义爽快，破坏规则能获得更多利益
牌面
社会化抚养！
毁了孩子一辈子，死不足惜
卧槽
很多人对他人施暴，却从未从他们眼中看到同情和仁慈。直到他们收到惩罚，他们才后悔，后悔是带他们入行的人，却不是自己的行为。
就是疑罪从有
半佛牛皮
学校？？？？呵呵
说不情绪化的，你想想如果是你的孩子遭到性侵，你想不想让罪犯死
热乎
十二年真的太少了
排面
活该，现在后悔有屁用
才12年?
一定要提高犯罪成本
前面说这是性教育的事的，性教育万能了？能让孩子远离恶魔了？
我选择端着枪跟在孩子的身后。
管管游戏？
我去
传播防范知识！！！！
阿坎·奥古迪姆：拳头再硬也抵不过安娜的睡针和各种风筝
加罚不够，应该上不封顶的追究
社会化抚养
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
社会化抚养
虽然可悲，但不可怜
社会化抚养
？？12年？？
必须严惩
梦回初中
该杀啊
@马逆
杰哥
211金融专业毕业干催收的垃圾破防了。原来小孩也能做
薛定谔的孩子
排面
卧槽，我小时候那一套怎么到现在还有？
顶！
排面
学习唐朝，七岁死刑
排面
社会化抚养！
基金慢慢赔钱的时候我叫他蔡徐坤？？？
想到了巨人漫画
630964？
社会化抚养！
人性本恶。
只有笨蛋才被骗
这次必须三连
我擦。 好多啊
鬼火炸街行为必须彻底查！
排面
高检和我喜欢的UP主，梦幻联动
排面
前面说选择要负责的，又不是小孩子就不用判了，但是追究教唆者的另一回事
没有，这种东西并没有
前面的你以为男孩就不操心了吗？
大家冷静，罗翔老师说过一句话，法律不是最优解
才12年？
还有无数个豫章书院
排面
这不死刑？
还有很多可能没有被揭发
弔4
所以性教育也要从娃娃抓起
草
泡面
牌面
因为父母不需要考虑
卧槽
我没有底线（狗头
/??????
淦！这真是为广西蒙羞(广西人震怒)
在？上勾拳！
刑责下调年龄到12了
我的基金
好家伙
这不死刑?感觉还是太轻了
最少六年就能出来。
张三
老公排面
我想起初中老政治老师的一句话：什么是短板就大力宣传什么
唉
嗨，什么犯罪不是从熟人开始的多
我的天
社会化抚养
魔头入法网，歧路有羔羊
排面
被毁了人生的话我还不如死了
你有能力去引导，希望你不遗余力，但不要为他们的罪行辩解。犯了罪就要受到惩罚
给老婆三连支持
排面
排面
这还不死刑？
这种人只能交给狱友处理了
真正的底线是生命
大排面
好家伙我都没想过生孩子
暴打？给我往死里打
听懂没有 校园欺凌也会报案的！
隐蔽的角落
趁热吃
才12！？！？
罗翔老师说过“法律要超越民众的偏见”
排面
死刑更有利于憾摄犯罪吧
如果所有犯罪都导向死刑，会有更加恶劣的亡命徒出现
排面
排面
确定12年没少打个0吗
首先把腾讯打一顿
『爭奪』，陷入深思
如果没有过去，就不会变成现在的intj
这是后悔要受惩罚
恶心
学校垃圾混混
犯罪成本太低
排面
还有性教育普及
甚至连父母都有可能
這才十二年！！！
疑罪从有的，再看一遍狩猎
惨绝人寰
孩子是我们的未来
问题在于要是都死刑的话，那犯罪的会直接先奸后杀的，反正判罚结果一样
老婆好
好不厚道
社会化抚养！！！！！！！！！
牌面
认可与赞同，就该是正能量方向的。
禽兽
字错了
广西哎
卧槽
死刑太少？上死刑的话 孩子还有命在？
所有的旁观者都必须变成参与者
死刑啊！！！！
半吨仙人
我踏马
广告？
讲的好，除暴后面还有安良两字
澳大利亚士兵：孩子是啥?
？？？？？？？？？？？？？
我还只是个从幼儿园毕业二十多年的孩子啊…
蓝筹
死了吧
正道的光
高产母猪
那就好好生活，只能说法律是普适的
已经三连了
才12年吗
蛊惑仔啊
为什么没有化学阉割的处罚方法
古惑仔哦
孩子抓住了未来
排面
热乎的
干得好
希望大家不要忽略，严打对家长也应如此。
md16月还是人？
西奈
热乎
牛逼
西奈
失踪人口回归
16个月？？？
我也是个300多月的孩子啊
呸
社会化抚养，马逆即将到来
太强了
来了来了
我们不应该让他们面对监狱的高墙，我们应该让他们直接面对注射剂和法警的子弹
智能手环！
手环
说的对，三连了
卧槽
虽然我才18岁，但我还是个~~~~~孩~青少年
请把公屏打在牌面上
真的要注意
代价太大了
请把公屏打在排面上
真不幸，我只能这样说，近墨者黑不是没有道理的
才12？
支持凌迟
我觉得应该凌迟
排面
这是证据不足的情况下12年，还要怎么样？
现在的有些逼就是盯着这些未成年下手 给他干事
怎么这么多，好可怕，多少孩子受到伤害。
都是些网文带的，中二的一匹，什么邪恶，魔王都是好的，都是正道嘴脸丑
不还有凌迟吗？还有痛觉敏感剂，当代医学，生不如死太容易了，为什么要刑到死为止呢？
排面
热乎热乎
掐指一算你要更新了
我不要孩子，无所畏惧
禽兽！
这个数据有一方面原因是我们人民敢告了，实际上肯定更多
排名
人渣
这不死吗
我们与恶的距离 不过一瞬间而已
该死
排面
果然弹幕都是正义使者
才12年
请没收作案工具好吗
《白夜行》
张老师排面
我喜欢胖的 up主
出来别当老师，
社会化抚养
9
必须三连
保护
好家伙，这弹幕，普法同样重要，
犯了罪就是恶人，与他是不是孩子无关，孩子也不是就蠢到分不清楚什么是犯罪，该惩罚还是得惩罚，只不过，教唆他们的成年人惩罚要加重而已
马得
排面
大人无力面对的事情，孩子可以？
犯了罪就是恶人，与他是不是孩子无关，孩子也不是就蠢到分不清楚什么是犯罪，该惩罚还是得惩罚，只不过，教唆他们的成年人惩罚要加重而已
正义路人胖虎路过
连坐？
社会化抚养
看不下去了
三连了
人渣
12年社会又高速进步，等他出来日子多半不好过
死刑
保护成年人
这！混蛋
古惑仔么，但是别忘了出来混的总要还的。
弱者愤怒，抽刃向更弱者；强者愤怒，抽刃向更强者。----鲁迅
呃 我完全彻底地为了自己
排面
可不可以交给我们大铁棍子医院啊。。。。
数以万计
我只是个20岁的孩子
现在打群架的很少了
求求你们去当法官吧快点给他判死刑
加油
？
放心，这种人在监狱里不会好过的，能不能活着出来斗不一定
我小时候我妈也经常这样揪着我的头发把我抡到地上 我在成年之前都没想过这是对我的虐待
建议学校附近必须有派出所
建议当场电椅
排面
我们的集体意志在哪里
排面
死刑少一定程度保护受害人
毁 天 灭 地 上 勾 拳 ！
牌面
排面
印度电影《麻辣教师》
真特么禽兽
上勾拳！
学生会
学生会
这才12年
学生会
弄死他！！！！！！
热乎
排面
高产似那啥
Metor Strike
12年，你们备战高考就是12年啊，你觉得从小学到高考这段时间短吗？
热乎
社 会 化 抚 养
玉
玉
真的是什么地方都有坏人...
社会化抚养
还好医生是好人
牛逼
？？？？？？？？？？？？
为半佛点赞！
这么多？
才12年？治得住么
喜欢人家的时候，叫人家小甜甜，不喜欢的时候叫人家牛夫人？
你这bgm还不如不放
让让
这不是死刑
排面
赛文奥特曼有一集就是外星人控制孩子来攻击人类
正道的光
这画风给力啊
然后十二年？
父母都干嘛去了？？？
人的底线 就在法律底线
菜虚鲲
有人辩护 了
???
排面
召唤督工
半佛NB
校园霸凌呢？
你和那个JUMP老师有什么关系？
排面！
是要说饭圈吗?
医生好样的
共勉
弹幕里说十二年打问号的，学学法律好吗
排面
牲口啊
校长
所有的旁观者都要变成参与者。因为一场悲剧的发生并不是一个人造成的
@马逆智能手环
所以应该连坐，，知道胡搞的亲朋好友必须举报
现在的锻炼，是为了以后亲人受到伤害后，处罚不能让自己满意时，我能拿得起刀
场面
直接杀啊
这还只是知道的
哎！
坤坤不老，蓝筹到老，坤坤勇敢飞，ikun永相随～
男生遭遇性侵比例很高
一个巴掌拍不响的都该不得好死断子绝孙
他还能拥有自己的数码宝贝
排面
"法律要倾听民众的声音,但要超越民众的偏见"
长期（没发生过）
十二年 进监狱老大哥教他做人
强制报告就是只要有嫌疑不报告那么出事你就有责任
排面
正道的光
说的好呀 up主
来了来了
老婆牌面
看这个视频的有多少人做过 但没有被发现的打个一 _
死刑就行
有很多
唉
热的
有很多非常多
热乎
台湾电影-无声，了解一下
如何
难受
社会化抚养！
发条橙
下调到12岁了
被粉头忽悠着追星的孩子们 从小抓起
基金赚的太慢，叫他徐坤
崽种！
来了来了啊啊啊啊啊啊啊啊啊
无名小卒还是名扬天下
建议对未成年犯罪者刑责不受年龄限制
对这个犯罪头目要超级加倍
来了
排面
？？？
动小孩子的Biss
16个月，想死啊，，这么小
多少人犯罪的起源怪自己啊？
魔鬼在人间
百万文案
热乎乎哦耶
有暗号，放心食用
救救孩子
带手环@马督工
ohhhhhh
召唤社会化抚养
排面
确实
本广西人震怒
罗翔老师直呼内行
排面
除暴 安良 人人有责
菜徐坤
也要防止利用儿童反过来诈骗的，必须要有确凿证据才行，欧美有部片子就是讲这个的
争夺，扎心了
正道的光
老婆今天好正经啊
阿B加油呀，争夺更多青年走向光明、
马前卒：社会化抚养
建议一律死刑
排面
活该
蔡经理
应该要多用死刑
豫章书院
证据确凿就应该死刑或无期不得假释
但是豫章书院怎么说
才12年，20年都嫌少
有些小孩会说谎就麻烦了
但是豫章书院怎么说
但是豫章书院怎么说
胖孩子
密码正确请选择你的英雄
是人是兽
‘
这时候需要一位英语老师
非常庆幸我平平安安长这么大
竹子都没有他们笋
而且孩子真的不懂，不懂报案
"马督工: 社会化抚养, 监控手环"
老数码宝贝了
我的脸上写着坏人
你不是JUMP吗
医者仁心
太一，到这里就结束了呢。是啊……
up在科普法律，睿智弹幕借机发泄情绪，毫无意义
顺便点燃了汽油……
校园暴力
排面
排面了
说判死刑的，想想如果一些冲动犯反应过来孩子如果报案自己必死的话，孩子会怎样
有期徒刑就离谱
此类案件应该只有无罪和死刑两种判决
没有旁观者，只有参与者
回了一个人的一生
家长在哪？
保护18楼的未成年！打击私生啊
期望家暴也是
他是个好女孩
牌面
拉未成年人量刑加倍
社会化抚养！！！！
个个依法治国喊得响，现在一个个都开始依我治国咯？
放过孩子们吧，他们还小啊
只是正对穷人的而已
排面 奥利给
woc？
卧槽卧槽卧槽
排面
1那么熊孩子呢？
这种人就应该死
赚钱蔡经理，赔钱经理蔡
毕竟还有杀人等等更恶劣的犯罪(눈_눈)
孩子如果是真的喜欢搞事呢？
每个人的选择在每个人，既是家庭、学校、社会的责任也是自身的
学校跟进就是个笑话
排面
最可怕的是施暴者就是未成年人，我以前就被集体针对过
厉害
这些人该si
希望他被狱友暴击
把可能去掉
校园欺凌我这学校直接开除的
孩子的父母去哪了？》、
如果死刑 那小女孩已经灭口了
我有灵活的道德底线
我小时候也被欺负过
刑法里面这叫教唆罪，一般情况3年以下，严重者3-7年。
坏人通常不像坏人
天津那老师算不算欺凌
十二年这么轻？
很多事不是死刑就能解决的
来啦
恶魔从哪来？
这种应该宫刑，让你这辈子再犯不了。
？
排面
来了来了
十二年太少了
这种不能减刑的
现在孩子的威胁是补习班和做不完的作业
牌面
在?上勾拳
12年确实轻了
就应该死刑
牌面
我幼儿园时被老师摔过，幸好砸到柜子上没什么事
法律可不是随随便便就改变的
谜底有斯坠可！
畜生
牌面
你们见过雪茄剪没 我觉得好使
钻法律空子
精神小伙
有时候不判死刑，是在保护未来的受害者
邪恶势力要彻底消灭！
那么什么时候拐卖儿童入死刑?
沉默的真相  长夜难明
要尽快实现机器人保安的普及。
金鱼佬
社会化抚养的必要
这种东西为什么才12年
看来出生率是真的低了
推动摇篮的手就是推动世界的手
这种判刑应该学美国
人渣！
这期是骂老师的？
666
才12年
哎
？
可怜的孩子。
哦 所以孩子还是得看脸啊
以前车站还有小孩偷东西，都是大哥培养的。
女生危险系数比男孩高太多
社会化抚养
死刑太重，建议物理没收作案工具
我给你脸一巴掌你看响不响
为什么不是死刑
12年很重了，有些杀人的都是这个时间
12年很重了，很少有这么重的。
从重而非加重
排面！！！
黑爪也怕来自铁拳的爱心护理（上勾拳！）
欺负弱小，丑恶的不道德的  违法的罪人
最高检。。真的排面！
牌面啊
排面
呵呵，那个女教师才停职处分
对
少了啊
辣鸡
医生太棒了
二十年起步行吗
可能性
???
孩子。。。。害
前方需要人杏
前方需要人杏
借你佬自己的话，这么小这么熊，千万别让他长大
意思就是留守父母直接判刑
半佛老师排面 ！
布吉中学
就这？12年。。。
孙一峰
也有可能是某某粉丝
排面
狱友
怕就怕铁拳就是黑手
12年都少了
主旋律大片
这种人为什么不关一辈子
前面诺安的朋友等一等
建议质疑判决的人去看看罗翔老师的视频
？
打开《中国裁判文书网》你会发现你周边也有这样的事情
人道绝育
法盲们就不要自己发明法律了
打死他
排面
你是认真的？
性侵未成年人判无期死刑！！！！！
赞成！
觉得抖音那些孩子面对对父母教育时的诡辩超级恶心…
老婆的视频当然三连啦
该死
禽兽！
排面
没办法 我国12年也算判的重了
