太强了8up主
NB
卧槽
卧槽为敬
沙雕动画
太强大了，nbnb
握草，这不火天理难容啊！
nb
卧槽
卧槽！
666
死
卧槽牛批
惊了
真狠啊
卧槽帅
ohhhhhhhhhhhh
不胜战神
少拿原作出来骗我
nb
八爷
太强了
npnp
完完全全一致
牛逼啊，卧槽
666666
卧槽卧槽卧槽
4万粉丝了
卧槽666666啊！
洗奶
机械质感都出来了，牛逼
三连了
这真的是沙画（｡ò ∀ ó｡）
你是真的大佬阿
进度条感人
死！
三连三连
三连了
大佬浑身是肝
六亲不认的步伐
辛苦了
BGM求此处
画渣哭晕在厕所……
牛逼啊
牛逼
太牛了
再来亿遍
弄个龙套和最上打的沙画吧
牛逼 
6666666
66666666
66666
火钳刘明
经费战歌
牛壁
少拿原版骗我
哇哇哇哇哇
NB啊卧槽
这楨数
火钳刘明
八爷
……
卧槽
三连三连
真的厉害啊up主，必须火啊这个
太强了
66666666
太厉害了吧
妈妈问我为什么跪着看视频
"这帧率……sdl,wsl"
牛啊
卧了个大槽
无敌
这六亲不认的步伐 神还原啊
给跪了
欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉欧拉
蔡！
暂停成功
牛逼牛逼
现在开始全体起立
火钳刘明
卧槽
太强了
这也太强了
火钳刘明
菜！！！
卧槽
先跪为敬
太强了
卧槽
jc出来挨打
ohhhhhhhhhh
节操社出来挨打
卧槽
咂哇路多！欧拉欧拉欧拉……你死了！
一只稚嫩的小手伸了过来
真强
这人一个顶一节操社啊
14小时前
nb
三连再看，已成习惯
少拿原版忽悠我
辛苦了
围观大佬
卧槽
神仙本人
跪拜
厉害啊
辛苦了
云jo厨别乱耍jojo梗，这里是一拳场
工作室辛苦了
强
爱了爱了NB
真心赞！
←画一个拳头贴上去
我擦，厉害
嗨一，西肖
火钳刘明
啊啊啊啊啊啊神仙
死
蔡
本人学问低，唯有牛B二字会说～
大佬
小英雄。
超赞
三连必须的
帅呀
大佬，厉害
nbnbnbnbnbnb
抽腿神还原
小杰阿，你看看，你这身后的太平洋，就是为师给你放的水啊
woc
1.5神作
我的第一次就给你了，秀儿。
投币支持
轰总！
强
轰
卧槽
经费战士
卧槽666
新的世界名画
认真比 你一下就没了
来个约战吧！
地球中分拳
节操社出来唉打！！，
1.5倍如丝般顺滑
头发没有动。
太神仙了吧
砸！哇路托！
奈何本人没文化，一局卧槽行天下
参见大佬
再来亿遍
woc
牛批卧槽
行了不就是膝盖么？拿去！
我以为我肚子在响。。。
住口，你这个才华横溢的罪人
本人太牛逼了
死！
卧槽
nb啊
大佬啊
灵能！
你tm跟我说没美术基础，我怕是连手都没有
卧槽
牛逼
爆炸啊朋友
必须提前三连
爆炸啊
来了来了
啦啦啦
膜拜大佬
太厉害了吧
感觉是原作然后换了个色系一样
三连
厉害啊
留名
死
66666
大佬
大佬？
吃我压路机攻击
up主你肝还好吗？
不能怪我没文化，一句卧槽行天下
牛逼
神仙呐
画出来JOJO的感觉
素质三连
跪了
夭寿啦我爱罗出来找工作啦
砸瓦鲁多。
卧槽
牛逼
这个靴子每帧变化很强
先赞为敬
握拳14帧
沙画动画，帧数爆炸，卧槽
牛逼  三个月的努力  
这一般般嘛……咦！我怎么跪下了！
披风还在动，np啊大佬
卧槽为敬！！！
6翻了
牛逼牛逼
大佬
牛逼啊卧槽！！！
全体起立
卧槽
全体起立
牛逼
我那个很大
引擎进沙子了
无敌的存在
带耳机
杰诺斯
我了个去，太强了
woc
这视频发油管会如何？
前方高能
火钳刘明
神仙up
大佬！
想看七罪
地球由我来守护
地球由我来守护
不就是硬币吗？拿走 拿走
厉害(ง •̀_•́)ง
卧槽，这年轻人
666666
神仙
弄成一帧一帧的图片画画工真强
6
少拿原版骗我
莫名同步了
本人NB
握草！
666
没有基础个鬼
火钳刘明
火钳刘明
up现在在医院换肝
经费在燃烧
真的有点感jo
太厉害了，up牛逼
牛逼！！！
神仙
666
毫无违和感
牛逼
卧槽 nb
卧槽
卧槽
一个三连根本不够用
牛笔
本人牛比
啊
厉害！
卧了个大槽
卧槽
一条龙给到位了
湿捏
卧槽
现在，给我全体起立
脑袋以下全是肝
连打要喊出来才能刷欧拉木大吧喂
灵魂高光
66666
先卧槽为敬
牛逼牛逼
卧槽卧槽
不知道的还以为开了滤镜
地球中分拳
想到那么辛苦我都不敢看
jc社出来挨打
神作
挖槽！恐怖如斯
火钳刘明
考虑一下国漫
..66666666
强强强
小英雄啊啊啊啊啊啊！
这叫没有美术基础...也太强了
牛批 你是沙忍吗？
你还说你不会飞。
牛逼
wc
ohhhhhhhhhhhhhhhhhhhhhhhhh
我爱罗下凡
nb
我为什么在跪着看
这不是牛逼能形容了
牛皮牛皮
琦玉那个站不稳的动作真的是画的吗？简直和原作一模一样，灵魂也在里面
牛逼
jc出来挨打
这tm沙画？
经费战士杰诺斯上线！
火钳刘明(这个是我刷的)
woc
真的厉害啊
跪了
世界名画
清碳了解一下
666
卧槽
第一季很好、第二季不行
沃日咋做的，求大神收徒
本人牛逼
经费战士完成吹头
给跪了
你是魔鬼么？！
小英雄无敌
6666
牛皮
危
卧槽
哇，好想头100个币，太厉害了
jcaida
卧槽为敬
6666
不准utky nmjojo就能了？
要是肝个开飞船的大哥哥就牛批了
卧槽！太牛批了
666666
我爱罗表示臣妾做不到
牛逼~
太NB了
就我看成了沙雕吗
卧槽
节日干嘛 愣着啊
本人牛逼
厉害厉害
这是沙画？
6666666
tql
我也要成为厉害的人呀
前方高能
挨打着第一人称视角
给你给你
这是原动画？还是……
真是沙画吗？
卧槽
卧槽
神仙
卧槽
卧槽
世界名句：学业繁忙，随便玩玩！
卧槽
666666
6666
nb
梅西打梅西
。
。
。
你管着叫沙？
握草
ewc
本人牛啊！
握草
握草
握草
one punch
这帧率也太高了吧
太强了！
这帧率也太高了吧
你确定没有基础
膜拜大佬
等着看死字怎么写
wdnmd
666刷起来！
6666666
本人nb
没有基础？？？我信你个鬼。
卧槽
卧槽
可以
求jojo
牛逼
牛逼
火钳刘明
木大木大
菠萝斯
大佬收下我的膝盖
沙尘暴
不说废话~果断三连
卧槽
菜
很强啊
给跪
英雄学院可以的
牛p
我的电话铃声。！
牛逼
真·肝癌战士！
666
真的厉害！
全体起立
牛逼啊
制作不易，必须三连
我的天？？
无敌老哥
牛逼牛逼牛逼牛逼牛逼
太强了
牛逼
大佬大佬
不知道说什么，卧槽就对了
卧槽，太强了，我要这硬币何用？
 不胜传说杰诺斯
厉害
一尾人柱力
收下我的膝盖
woc！
太厉害了
卧槽
好强啊，牛批
牛批牛批牛批牛批牛批
这个魔鬼帧数我的头
路转粉
全体起立
牛逼
别打啦，沙子都被吹走了
卧槽
23小时前
NB
666
请务必收下我的膝盖
大佬
666
卧槽
超级厉害
神仙下凡辛苦了
这又是哪来的神仙
是你四代风影！
辛苦了
太牛比了
Nb
卧槽卧槽卧槽
这得画多少张
打出龙珠的感觉
人才啊，这年头是人才的天下
卧槽卧槽卧槽卧槽
哇！
本人4连可太秀了
666膜拜
太强了
我的天
膝盖给您
牛逼啊 66666
666
本人牛逼
nb啊
我的天你确定这是用沙子做的，开挂了吧
1080
up主护好肝
英雄一个
全体起立
大佬
up太强了吧
啊啊啊啊啊啊啊啊啊啊啊
既然用爱发电，那应该不需要硬币的吧！
大佬NB
真神仙
卧槽，过于牛逼引起不适啊
6666
杰诺斯!
卧槽
卧槽
一句汝之甚吊送给你
无敌啊
牛
牛
6666
这也太强了吧
666
先投再看
大老牛逼
NB!
不自主想投两次币！身价都给你啊啊啊！加油！
牛逼
卧槽
危
前面没节操社做的好?
跟路飞一样
跪着看视频
好大的手气！
牛逼三连！
为何如此高帧
这对膝盖请笑纳
全部人给我站起来
三连给你，继续加油
！强啊！
这个帧数有点过分啊
牛逼啊
不火天理难容啊
upnb
本人文化低只会说卧槽
利害
原谅一生没文化，一句卧槽行天下
帅炸
我要这币有何用
白嫖
好牛逼66666
卧槽
小英雄！！！
杰诺斯
给跪了，～
辣是真的牛批
膜拜大佬
请收下我的膝盖
牛逼！
辛苦了
这得肝硬化吧（狗头）
太强了
圈粉
三连了
牛逼了
牛逼牛逼
吹爆
骨头社出来挨打！
1.25好评
m
大佬nb
666666
666
献上处女币！
这是轰总吧，感觉有点成熟啊
八爷！
卧槽
 火钳刘名
握草
来了
六亲不认的步伐
酸了
nb
厉害
牛逼
我的耳朵
大佬肝可好
全体起立
太狠了，我要这硬币有何用
666666
是你 我爱罗！
别拿原作骗我？
卧槽
牛壁咂了
我爱罗牛逼
你管这叫没基础？
up主太猛了
这是沙画？！
本人又帅又牛逼
一条龙到位
up你还敢说你不是砂隐出身的？
这特么是沙画
nb
这时该加个to be continue
投投投币
好强！
一尾人柱力克洛克达尔
做个偶尔麦特
打喷嚏的是魔鬼吗
对不起。我没有双手。膝盖献上硬币
你一个人顶俩节操社
妈妈问我为什么跪着
我看你是不知道死字该怎么写
跪了
si！
节操社自叹不如
火钳刘明
没有美术基础？！人话？！卧槽
本人是谁
强
牛逼
硬币要他何用
666
是大佬，我死了。
大木大木大木
膜拜！！！
卧槽牛逼，三连已投
我觉得如果可以我把所有硬币都投给你
此刻的我除了“卧槽”什么也说不出来
卧槽
每一帧都是一副沙画
三连三连
给大佬素质三连
大佬辛苦了
地球由我守护！！！
厉害了！！NB!!
66666666
沙画可以做到这种状态，，，太狠了
大神还收膝盖吗？
火钳刘明
nb nb
nb
经费战士
23333
一句话:牛皮!
卧槽，不一样的世界啊
你币有了
节操社出来挨打
牛逼
牛逼
牛逼!
轰吹到位！
666
大佬，牛逼
nb
。
up你肝还在吗？？？
如来神掌
up我还有400硬币都想给你了
辛苦了
三连了
woc，阿婆主厉害
本人好强
厉害厉害
我要这硬币又何用
一 击 男
蔡！
卧槽
参加沙影
666666
卧槽!
三连了真的6
作者厉害呀
神仙打架
诺斯:费了我半天劲，琦玉老师半根毛都不掉
这么强大的画画能力 还要基础干嘛？
握草 大佬牛壁
经费
赶上动画了要
死
牛逼
我三年也做不起来
欧拉欧拉欧拉欧拉
牛逼
这简直就是神仙
第一部不是jc作的
牛牛牛牛
这个角度太像JOJO了
大佬
真的流批
不胜传说
大哥牛皮(破音)
妈呀
高能
牛牛牛
nb
521nb了
jc出来挨打！
是我家轰轰啊啊啊啊啊啊
就怕第二天变成某外国网友了
nb
卧槽
字幕？
神仙作画
欧拉欧拉欧拉欧拉
跪着看
神仙啊
这流畅度！
币币赞多系列
66666666
是人做的？
牛逼。。破音
西奈！！
握草
太牛壁了
太厉害了
论太平洋是怎么放出来的
听听这说的是人话吗
看成沙雕动画，没救了
老师：不顾虑你就没了
NB
不火天理难容
在我的画风里没人能够打败我
我爱罗还行23333
一拳打成cxk同款发型
卧槽
UP主下次用沙雕作画把
大佬。。
11
三个月?给我三年我都画不出来
大佬，牛壁
太牛逼了吧
汝听，人言否
大神啊大师兄
666
节操社出来挨打
节操社出来挨打。
厉害了我的哥
666
投币！
牛壁
啊啊啊啊啊啊啊啊啊啊牛掰
快三连
卧槽
想看 炮姐 和 一方通行的举手
想看 炮姐 和 一方通行的举手
.
想看 炮姐 和 一方通行的举手
卧槽没基础 太强了我死了
死
是后期的特效
握草
节操社出来挨打
鸡
一拳超人什么都好，就是更新太慢了
大佬牛逼
来了来了
歘！！！
这神仙打架竟然让我忘了背景
蔡！
这TM是沙子？！
我要这硬币有何用
别光说厉害啊！三连起来啊
大家还愣着干嘛，三连啊！
暴肝大佬
下凡辛苦啦
这工作量高的发指
牛批
牛逼
本人np
太帅了
来了来了!
卧槽
我要看游戏王！
真的很强
6666
来了来了
你tm无敌
？？？
jc社出来挨打
轰
真的厉害
JC进来挨打
前面写了特效有后期
献上膝盖
不投币没脸看系列
神级沙画水平！
666
我都跪下了
666
666666
666666
nb
节操社出来挨打
先投币了！！
这那叫沙子，这明明就是神作啊！
火钳刘明
真。经费战士
神仙
节操社出来挨打
卧槽这沙画流弊
牛B
up牛逼！！！
强者如斯
帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅
辛苦了
提前跪下
太尼玛强了吧
三连献上
切，这有什么，给爷个几千年爷也可以做出来
为什么投币有上限，两个完全不够啊！
卧槽，给跪了
火钳刘明
幸苦了
666
这的确是沙画，特效是电脑加的，毋容置疑！
卧槽
6666666
卧槽
全体起立
6666
牛逼
跪着看完，眼泪从鼻孔溢出来了
牛逼
帅的阿
耳机报废
火钳刘明
三连
本人优秀！
怎么可能不开空调
沙 吊
我爱罗是你吗
up主辛苦了
up主辛苦了
用最多的资金打出最低的伤害
我要着币有何用
沙雕的算我一个
节操社出来挨打
这就是你的替身能力吧！up主
木大木大木大木大木大木大木大木大木大木大木大木大木大木大
66666666
三连三连
握草
淦
辛苦了
有人吗
这是高手
久等了，名场面
牛逼
真的nb
太厉害了
辛苦了
卧槽这要画多少啊
66666666
，，，，
6666
卧槽
666
666
666
杰洛斯 至臻
厉害了 UP主 辛苦辛苦
大佬大佬
卧槽
大佬
你怕不是叫我爱罗，怎么会用沙
无奈本人没文化一句卧槽行天下
牛逼
1
1.5原版
不当人系列
牛奶
辛苦了
请收下我的膝盖
牛逼
66666
牛逼
素质三连
收下我的膝盖
太牛逼了
同样是玩泥巴。差距怎么就那么大
火钳刘明
牛逼，非人类啊，膜拜
是神仙！！
我需要300年，转生3世才可能画完
给第二季工作室点面子吧
nb
我的天，小英雄啊，期待
666 
牛逼
差点跪着看完
不是我吹，我只要两百年就行了
太强了
秀啊
比节操社强太多了
给大佬跪了
向up主五体投地
哈哈哈哈哈哈憨批
全体起立
你管这叫沙？
重新定义沙子
卧槽，无敌
那就是神仙本仙？
666666
你就是神仙本仙？
wc...
6666666
卧槽
第一次看到硬币比赞多的视频
woc
哇
小天使和轰总打架
克洛克达尔了解一下
辛苦了
三连三连
没美术基础？？？
太强了
强
握草握草
握草
我就想问能不能投两次币
给爷跪了
这得画多久啊
辛苦了
白金打印机
牛逼
請把我學了兩年的美術基礎拿去
全体起立
想看近战弓兵
JC过来挨打
我装起来就没你什么事情了小伙子
跪着看完
大触!大佬NB!
节操社出来挨打
卧槽，没有基础
不火没天理
没有硬币，明天再来投
白嫖在此
我要这硬币有何用
小伙子，手气挺壮啊
沙忍村的动画片
汝听，人言否
6666666
辛苦了
66666
幸苦啦
大神，膝盖拿走，是你的了
辛苦了
再看一遍
克洛克达尔，一秒搞定
卧槽卧槽卧槽卧槽
nb
必火！
666
666666
牛壁牛壁
火钳刘明
nb6666666
牛逼
66666666
节操社出来挨打
卧槽
66666
牛逼！
666
沙遁的就是牛逼
牛皮
666
阿婆主牛批啊。
NB
这，人言否？
卧槽
终于等到了
666
辛苦了辛苦了，三连
jc社出来挨打
牛逼啊啊啊啊啊啊
大佬大佬，三连
牛逼
帅炸了
全体起立
全体起立
牛皮
66666666
666
"NB,大佬不服不行，硬币先投为敬"
牛逼
牛逼
我这一拳下去，你可能会死，
完全一致
全体起立！！！
大佬大佬
卧槽s
这沙画过分牛逼了。
666666
……
世 界 名 画
NB
？？？
666666
6666
666
木大木大木大木大木大木大木大
危
握草
本人nb
神仙
大佬牛逼
牛逼
我们都是伪粉，大佬你绝对是真爱
真的厉害
帅啊
充电
好。。。好强
大佬你是真的牛
辛苦辛苦
卧槽八爷！
轰总！
欧拉欧拉欧拉
收下我的膝盖，收下我的膝盖。
我宇智波斑愿称你为最强！
真用爱发电
必须三连
牛逼
强强强强
牛逼牛逼
厉害
我要这硬币有何用！！！
卧槽
疯房子nb
NBNB
死！
忘了投币特地回来顺便在看一遍
66666666
卧槽
牛皮
有凉感无风感的那啥
666666
这这这是什么。。。沙画
帅
卧槽
这叫没有基础！？
nb！
hong
你TM管这叫沙子
牛逼
你好！
认真比你不就挂了
本人nb
开大招了！
我想投10个！
辛苦了
目测你要火
没基础？
看呆了
66666
nb
我爱了
卢本伟牛皮
牛逼
带佬，带佬，真的牛批
nb
6
燃起来了
厉害啊
注入灵魂！
不生神话
牛逼啊
用傻子画出来的帧啊
6666
欧啦欧啦欧啦欧啦欧啦欧啦欧啦欧啦欧啦！
哦豁，参见我爱罗
牛皮！
三连走你
堪比节操啊，你为什么不去节操社工作？
牛了个老皮的
牛批
沙画动画 太可怕了
大哥你真滴哦啊哦炸天了
危
全体起立
白色的是后期
nb
辛苦了
焦焦！
握草
好流畅啊  惊呆了！
我要看蜈蚣长老
我怕不是个废人
牛逼
要被盗了
666666
少拿原画骗我
牛逼大佬大佬
666666
帧率爆炸
太牛逼了
有点东西
帅炸
有点东西
肝帝啊
帅
跪了
太强了！！！
跪着看完
我爱罗的沙子吧
你还是个人？
？？？
花样鞭尸节操社
死
太牛逼了目瞪口呆
@克洛克达尔
节操社出来挨打！
送大佬上首页
这不是岳伦大招吗
奈何郜哥没文化，一句卧槽行天下
。
卧槽
真牛逼
太强大了
我不做人了
琦玉:什么花里胡哨的
镇魂街
轰总
12月见
汝听，人言否？
卧槽
6
牛逼牛逼
6666
大制作
找个地方太像了
卧槽，大佬大佬
轰轰！
名场面
这得画多少张啊？辛苦了，硬币拿去。
up猪是沙画怪人？
没看过，但是也得投币呀!
我滴个guigui
这是人能画的吗，神仙吧
不就是硬币嘛 我给你还不行吗？
6666
怒战节操
三联成功
又是你吗
太强了吧
牛逼
nb
这里超级还原！！
话说能在站内转发动态吗？
？
牛逼牛逼
三连  三连
牛逼疯了
现在，各位观众，全体起立，全部人给我站起来
6666
挖槽
奈何本人没文化 一句握草行天下
奈何本人没文化 一句卧槽行天下
炸了+1
上面那个，第一季是疯房子做的
我在嬉戏
节操社，出来挨打
大佬nb
这明明就是原作（滑稽）
本人NB
啊，哈
作者辛苦了
唯有一句卧槽
妈妈问我为什么跪在地上
辛苦了
我燃了！
了不起啊
UPNB
6666
木大木大木大木大木大木大
本人NB，哈哈
比原画好看（滑稽）
危
卧槽
66666
神仙
第一季是由几个制作公司合作的，是不缺钱的。
很厉害了
awsl
牛逼ﾟ∀ﾟd666666
卧槽，四连走起
厉害啊！
碉堡了
666，你成功把我从深海炸出来了，投币投币！
草（中日双语），该死的天赋啊
66666666
给大佬献上我的膝盖
刷新了我对沙画的认知
你管这叫没有美术基础？！
全体起立
握草握草太牛壁了
666666
妈妈问我，为什么要跪着吃饭
蔡
66666
大佬厉害呀
我去三连了，待会见！！
⊙∀⊙！哇
雷切？
此时只有牛逼二字
弹幕呢
牛批
请收下我的膝盖
牛逼牛逼牛逼
牛逼，破音！！
牛逼了
不得了，一模一样！
这是原画吧，这一定是原画吧！
发型真帅
nb
我简直不相信这是沙画，不多说膝盖收下。
给我两万年我都做不出来
死
巨佬牛逼
别人的沙子
牛逼
卧槽
牛逼牛逼牛逼牛逼牛逼牛逼大佬，哦不，巨佬
炮姐
6666
厉害(ง •̀_•́)ง
66666666
吊啊~~~·
牛逼格拉斯
大佬 真的厉害了
妈妈问我为什么跪着看视频
Ohhhhhhhhhhhhhhhhhhhh
耳机党阵亡
神仙up
牛逼！
太牛逼了吧
666666
牛逼
三连，三连
辛苦了
每一帧我看的都是血啊
？？？
牛逼
八爷！八爷！八爷！
怎能用言语来形容？
投币
牛逼
jc出来挨打
这尼玛是沙子卧槽
原版
没文化，一句卧槽走天下
这有大不了的，让我再活一万年我就能做出来了
看成王境泽了
真.世界名画
全体三连
第二季为什么不给你做？
你给我说这没基础？心里进沙子了。。。
不火天理难容
牛逼666
666
666
nb
节操社自裁吧
这不就是动画吗，沙画?
66666
什么神仙UP
6666666
啊啊啊啊啊啊
没有基础
节操社出来挨打
NB
nb
最帅的来了
太帅了  啊啊啊
牛逼
牛逼啊
！！！请收下我的膝盖
大佬大佬
正义执行
握草握草
卧槽
woc
Nb...
真还原
nb
大佬
大佬牛皮
一拳
woc
牛逼啊
jc出来挨打
woc头发都在燃烧
卧靠！！！太吊了
jc社你看到了吗
三连
nb
辛苦了
卧槽  牛批
特效是后期
看完视频的我心中只有牛逼二字
三连不和你多说
真的大佬
真的强
帅的一批，厉害
大佬牛逼
八爷！！！
尸体出来了！！！
我也是
666
膝盖拿去，不谢
有人吗
6666666
nb
tql
你这样就不太好了吧
妈问跪
辛苦丁
第一季不是节操社，第二季才是
NB本人啊！
死！1
哇⊙∀⊙！，好强
先牛皮为敬
完全一致！
牛逼
流弊流弊
6
不胜传说
你管这个叫沙子？
这简直就是神作
佩服你
这可是打戏啊，神仙up！！
这可是打戏啊，神仙up！！
大佬
hero
牛逼
大佬牛逼
小英雄安排上
膜拜
这个就不白嫖了
收下我的膝盖
轰焦冻
哦啦哦咯咯啦
你这叫没基础，那我都-10000基础了
大神收下膝盖
除了牛逼不知道说什么好了
太厉害了
这得需要多少帧呀
突然觉得第一季的团队真的nb
大佬大佬
我记得这里不是打的头发上面吗
NBNB
跪了
卧槽
大制作哇
nb
大佬牛逼
跪了
6666
大佬，你来做第三季可好
太强了
都特么给我三连
打出最帅发型
神仙nb
这个细节  卧槽！
火钳刘明
突然有点像DIO  这一帧
火钳刘明
卧槽
我自闭了
满满的经费啊
三连支持
卧槽吓老子一跳
神仙up
节操社，快来挨打！
nb
注意，起风了
大佬溜批
不可能三连，啥都8说了，直接充电
大佬牛逼
？？？
死
神仙！
真的强
卧槽卧槽卧槽
全体起立
服得不行  妈问跪
jc你看看人家
现在，全体起来
跪着看完....
666
卧槽
牛壁牛壁
高潮来了
前方高能
我傻了。。。
我要看欧鲁迈特
恐怖如斯！！！！
woao
卧槽
牛逼，真的牛逼
wc
必须三连
必须三联
死
卧槽，厉害
用心了
大佬的没基础
我要这硬币有何用
辛苦了  三连必须的
666666
第一次？
强
全体起立
轰轰轰轰轰轰！！！
大佬
真·世界名画
汝听，人言否
经费战士
神仙
牛啊！
火钳刘明
卧槽
沙子成精啦，妖兽啊
全程跪着看的
必须三连了
有点厉害啊
大佬
牛逼
牛逼
我也来了
先出膝盖
太牛批了
主要是画
我擦
现在 各位观众 全体起立！
666
6666
这不是我记忆中的沙画
6666
。。
六亲不认的步伐还原度真高
节操社出来挨打
牛逼
我也完全想象不到 和up一样神仙的自己
炮姐可以还原吗？
真神仙我的天哪
 我爱罗？
牛逼
你管这叫没基础
臣卜木曹
卧槽！这特么。。。连是沙画都看不出来了，直接成原画了！
神仙啊
没有。。美术基础。。草
牛逼
这么牛B。
nb啊
厉害
跪着看
原画拿出来骗人？举报了
大佬，nb啊！！
真的牛比！
大佬大佬
出来看神仙
jc社出来挨打
真的比JC好
我去，60万播放量，20多万硬币。
大佬大佬
牛逼
???!
牛逼
牛逼啊
牛逼！
收下我的膝盖  
上神，您又是从何处而来？
6666666
NB
这沙画比JC社做的都要好
这是沙画？？
我去
收下我的硬币！
卧槽
经费战士，不胜神话
你听，这说的是人话吗
只能一句卧槽了。
辛苦了
牛逼
见到大佬没得谈，先三连再打钱
先赞后看
牛逼
66666666
帅
JC社出来挨打
OHHHHHHHHHHHH
只能 说  卧槽了
妈问跪系列
素质三连了
除了牛逼想不到别的词
超强啊
自闭
哈哈哈哈1
哈哈哈哈8
66666
为大佬献上三连
520
巨佬
这太强了。
辛苦了
膝盖切了送你
神仙神仙
nb
致敬
666666
我曹全程卧槽……太牛批了
开始了，不说人话了！素质投币点赞三联了！
太帅了！
WOC
前程躺着看
认真的一拳
牛逼
真神仙操作啊
..
"明明是原画,你骗人!!!"
鼓掌啊
节操社出来挨打
是个狼人!
这不是大佬这是巨佬
为什么我只能投2个币
66666
只会说卧槽了
基本三连
牛逼
这个硬币给再多都不过分啊
nb
牛壁
奈何本人没文化。一句卧槽走天下！
这帧数！
666
辛苦了
膝盖我不要了给你
全体起立！
爆豪！
没有美术基础- -
死
收下我的膝盖吧啊啊啊啊啊啊啊啊啊啊！！！！
牛逼
牛逼
三连三连
世 界 名 画
我妈问我为什么跪着看
wc？？
大神，膜拜
巨巨
真的是想不到能这么还原 超赞
厉害
原谅我的词语量是真的匮乏
币比赞多系列
NB
真巨佬。。。。
在？这是人的肝吗？
好帅啊
白雾从哪来的
大佬nb
看着看着，就给大佬跪下了
节操社进来挨打
超强的啊！
NBNBNBNB
烧却！
卧槽
卧槽
真的吊
太强了
什么筛子灰都没有了好吗
6666
牛批
。
66666
大佬
只能一句卧槽流弊来形容
巨佬。
辛苦了
敬礼！
你没基础我就自闭了
火钳刘明
你听，这说的是人话吗
辛苦了
恐怖如斯
妈妈问我为什么跪着看
辛苦了
轰！！！
炫酷无敌吊炸天
神仙
Jc出来挨打
看不起jc社？
这个一定要
牛逼
666确定是大佬。三连。。
卧槽
牛逼
我这一拳下去你可能会死
跪了
牛逼
真·大佬
本人是谁？
这得多少副沙画啊？？厉害
为什么我家的沙子不是这样
杰诺斯战斗比心，果然，用力越猛爱的越深
666
nb
？？？你管这叫没有美术基础？？？
2个硬币不够啊- -能不能多投几个
大佬辛苦了
全体起立！敬礼！
大佬
欧拉欧拉欧拉欧拉欧拉欧拉
太厉害了
这不得整个全日第一？
全体起立
