大仙收了神通吧
全自动凋灵屠宰场
？？？？？？？
基岩应该是地狱顶部吧
ohhhhhhhh
哇
ohhhhhhhhh
ohhhhhhh
ohhhhhh
把地球挖穿？
666
日♂基♂岩
????????????????????
？？？？？？？？？？？？？？？
好羡慕这种会制作机器的大佬
核聚变！
镐子是托洛茨基头上取下来的
闸种啊，膜拜一下了
等等，基岩从哪来的？
卧槽
工业化
工业时代66666666
基岩哪来的？
刷怪流水线
nb 
说没有精髓的，你不懂红石的精髓
卧槽
这与镐有关系吗？
资本主义
woc
6666
卧槽
问为什么能量产还要修的小可爱，镐子的附魔不能丢啊www
卧槽
工业自动化
有这肝度为什么不做一个世界吞噬者？
地狱最上面有基岩
工业时代
挖穿地球第一天
全自动管理？流批啊！
我玩的假的
凋零
我玩了5年的什么
爱
这不是我的世界
这才是我的世界啊！
流水线
，，，，，，
真佬
大佬玩mc就是为了通关？
卧槽
一层基岩你生存也挖不穿啊，何况凋零
太猛了吧
感觉我玩了个假游戏
流水线
？？？
卧槽
这也太六了吧
卧槽 无情
我滴妈妈耶，这么肝
卧槽
卧槽
卧槽
牛壁
牛壁
真有钱
在？看看剩余价值
66666
巨佬
牛逼
我知道烤鸡机因为鸡太多掉血，你是我知道的第一个把凋零卡掉血的
地狱顶端就是基岩
凋零
卧槽
游戏玩成这样过分了
nb
我要问基岩哪来的
别人的世界
基建狂魔不是白叫的
别人的世界
说作弊的 你们开创造你们来吧 
无敌了大哥
现在我觉得我不配挖矿了
人类的未来在哪里
人类的未来
发明了这么多，就没发明自动挖掘装置？
握草
问一下什么时候进入信息化
无话可说 太牛逼了
夺命流水线
信标是哪里来的？
信标是哪里来的？
过年了
我要是有精力建造这些十座山早挖空了。
再来一遍
太顶了吧别人的世界
牛逼大佬
比我ae还牛
什么？现在已经实现工业化了吗
CPU能煎雞蛋了
大佬挖个矿都不一样
出现了mc流水线
爆炸那个不是凋零
你TM到底干了多久
他是弹幕演员⬆️
草
太牛逼了
魔鬼
杀鸡
 像开生存
牛逼
卧槽
我的妈耶…
美NB
保护伞公司
卧槽，无情
你这一肚子都是肝啊
NB
恶魂怎么倒着
某桶估计会自愧不如
我不配！！！
谁问的？
臣卜木曹，这个秀
可以可以
这个场面过于壮观
神特么凋零互打，是实体拥挤再加区域小的卡血和挤血
所以你镐子哪来的？
NB
卧槽
卧槽……
爆肝
超级爆肝
主机烧烤有人一起吗
工业时代
卧槽
所以我的世界没有结束。。。
跟放鞭炮一样
oh
生存在地狱放水？
卧槽 这么牛逼的吗  想都不敢想
卧槽无情
基岩是地狱的顶部的洞应该是用树穿的
大人 食大便了
up太强了
卧槽无情
工  业  革  命
卧槽
大人，时代变了
???
丧心病狂的经验
工具人广场
尼玛学自动化的大佬
这丫，，，，，
这项目我王多鱼投了
好厉害
妙啊
不会有幽灵方块吗
这个镐子不错
前面说开创造的可能是没看过视频
富可敌国
我们有强大的后勤系统
S.F
挤死了啊啊啊……
我的世界，我现在都看不懂了
金   色   大   厅
66666
半自动
厉害
nbnb
牛逼
可以用树顶穿。。。
沙雕鸡
这就是现代化我的世界吗
卧槽
没错，你床被人挖了
卧槽
凋零：我套死你猴子的
卧槽
卧槽无情
凋零
硬生生玩成了异星工厂
我的马
卧槽
凋零：我太难了。
他的世界
大人，食大便
无情
精准采集和经验修补放左手得经验时就能修补
无人深空？
原版？
猪人塔不香嘛？
应该可以玩无尽贪婪了
shit!!!
神了
无论是肝萝卜，还是渔夫，都是TIS里的肝帝
这段究竟你要鬼畜多久啊？10.9.8.7的反复好十来轮了啊！
其实这游戏叫异星工厂
卧槽无情
woc
前面说岩基的真实云玩家。 岩基可以破开的
这才是真正享受游戏的乐趣阿
卧槽
看成区块链
卧槽
跪了！
跪了！
第 二 次 工 业 革 命
好专业
6666
卧槽卧槽卧槽
开疆扩土
别人的世界
我擦嘞
c你把黄金挖碎了
卧槽 做个人...
别人的世界
 自 动 化 工 业
你烟花哪里来的
这告诉了我们吃饱饭的人有多闲
一刀一个小朋友
厉害
暴力
别人的世界
沙雕鸡嘿嘿嘿
刷榜才是真理
刷榜才是真理
带工程
养殖专业户啊
↑卧槽↑
别人的世界
半自动杀凋机
即可食用
卑鄙!滑稽
大国工匠啊
这就是别人的世界吗……
愚 公 移 山
村     民     集     中     营
我只能说卧槽了
肝帝
凋零风暴会做吗
虽然不玩，但是觉得很牛
那灵魂沙是哪来的呢
我创造都建不出来
育碧田
？？？
牛逼
哪里来的基岩
‘’
？？？？
《资本论》这一著作便是在这样的环境下诞生的
卧槽
wc
指正  育  碧  田
卧槽
带上我一起挖！
开个玩笑，懒惰是第一生产力
红石科技不够玩要玩mc工业化！
什么你问我农民是哪来的（狗头
机器不会炸掉吗。。
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
工业化时代
以残年余力。。。。。。
凋零爆炸可能是bug！基岩可以用末影珍珠飞上去，也可以用矿车卡上去，龙蛋好像能破基岩（好像是旧版bug了）
woc
为什么不用世吞？
流   水   线
下水道
第 三 次 工 业 革 命
看完这个，我才知道我根本没挖过矿
集 中 营
凋零什么时候才能站起来
卧槽
真·流水线
现   代   化
高   速   运   输
无情啊
秒啊
握草
火铜房
 移动一下，我要看看沙雕人的样子。
无情
握草
魔鬼啊
？？？？？
大佬，我跪了
握草
牛批
真流水作业
卧槽
区块链挖矿还行
卧槽
卖给你们卖亏了
？？？？
卧槽nb
卧槽
在下问一句你有多少个肝？
注意这个名字，索菲矿坑
前方高能
人 间 牧 场
肝哪里来的？
基岩从哪里来
卧槽，无情
我傻了
我傻了
宁的CPU是怪物吧
自愧不如
厉害
别人的世界
只要肝，不要镐
西部大开发
大国重器
？
我学不会的，看看就行了
卧槽无情
缓存是什么原理啊
？？？？？
？（颤抖）
nb
大人，时代变了
我
这什么东西？
mc中的顺丰
？？？
真。矿机
神仙
仙人掌居然可以烧。。。。
这游戏已经被玩坏
卧槽，无情
表示听都听不懂
割韭菜了
速掘药水？
？？？nb
凋零哭了
别再问了
卧槽
是有防爆插件？
不是有一个全自动挖矿机的啊
23333
我的天啊
流水线？
工   业   大   国
万恶的资本主义
有点nb，一点一个宇宙
被安排的明明白白
666
物流中心？
我不配玩这游戏
要存档，大佬
卧槽
金色大厅
？？？？？？？？？？？？？？
...
大国重器
？？？？？？？？？？？？？？？？？
我傻了
默默地看看我的小木屋
跪了
？
纳尼
？？？？
问题来了  哪里来的骷髅头
无情，卧槽
？？？？
工业化生产
woc和故事模式的好像
666
666
卧槽，物流系统
后宫系统…………【滑稽】
优雅
强强强
                 基岩      哪来的（狗头保命）
村民繁殖机
哇
卧槽，这个好像生化危机啊
卧槽？？？？？？？？？？？？
头可以拧的大佬
厉害
大人打时代，变了
卧槽？？？？？？
时代，大人变了
所以说，【横扫之刃】会更快吧
杀雕机
肝哪里领？
牛逼！！！！！
二刷
沙雕机，哈哈哈
 基岩怎么挖的？
我不配
看懂了，恶魂是用来推骷髅的（工具人）
是我不配玩你的世界
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
都这么牛逼了，你们还挖什么矿？
说基岩的shiyu
哈哈哈，很秀
哇？
666
资本主义
66666
蜂巢
牛逼
强大的后勤系统
牛逼
卧槽
一国之力
真。流水线
你可真是个小机灵鬼
工业化时代。
woc
延长产业链
awsl，铁砧都碎了，大佬
？？？？？
我白玩了
？？？！
大人食大便了
有着nb的后勤
哈哈哈哈哈哈哈哈
mc永恒
握草
法克。。。我不想玩了。。。
下界顶层有基岩
无情的挖矿机器
谁问的！！！？
牛批
又是谁问的！！！？
工  业  化  批  量  生  产
卧槽
牛逼
我曹，我的肝啊
？
TIS团队从不屑于开创造
这也太高级了吧
是CPU牛逼
我们拥有强大的后勤系统
基岩这个东东需要创造吧
666
没玩过MC吗？
？？？
卧槽无情！
？
流水线屠杀？
全自动生产呗，这是别人的世界
流批啊
上 帝 工 程
问肌研怎么挖的去下个游戏，这是地狱顶层
卧槽
做个人吧！！！！！！！
流水线
改  革  开  放
歪  果  人  眼  中  的  华  夏  人
屠宰场
顺丰流水线
握草
又来一遍
？？？？？？
地狱上面全都是基岩呀
66666
?????我学白上了
一句卧槽也表达不了我的卧槽
?????????????
卧槽????????
地狱最上面
卧槽
前面不是告诉你刷凋零骷髅头颅机器了吗？
大佬
再来亿遍
工      业       革       命
被安排的明明白白
这玩的不是一个游戏吧
？？
？？？？
无情
我们有强大的后勤系统
卧槽
4100个朋友们好
这难道就是创界山
养鸡场
←大国重器23333
开创造拿比这个慢）
ohhhhhhhhhhhh
我。。。好像和你玩的不是一个游戏
说起来你们可能不信，我菜的连开创造都玩不过他们
沙雕
硬核玩家啊
地狱顶部是基岩
23333
真尼玛nb
nb
woc
？？？？？？
欢迎回来
欢迎回来
欢迎回来
欢迎回来
卧槽无情
什么你问我经验是哪里来的
肝帝 跪了
wow
wow
沙盒游戏太吃CPU了
我不配玩MC(*꒦ິ⌓꒦ີ)
大佬收下我的膝盖
wow
认真的吗？
牛逼
！！！！！
恶魔
？？？？？？？？？？？？？
牛壁啊，大佬
卧槽
大佬啊
进入自动化了
哇，这个真的服了不三连不行啊！
无敌啊
凋爆了
我们有强大的后勤系统
草
流水线
你管这叫塔！！？？？？？
握草
卧 槽
握草
卧 槽
红红火火恍恍惚惚哈哈哈哈
666
我给mc玩家丢脸了。
强
我们有强大的后勤系统
卧槽
nb
？？？？？？？？？？？
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
这和我玩的不是一个游戏
？？？？不明觉厉
>>>>>>>>?????????
6666
墨西哥种植园
？？？？
细节（按Q丢弃）
超 级 工 程
一天看了四遍，每次都是跪着出去的
被弹幕笑死
我不问了行不？
肝王
量产
传说级崽种哈哈哈
哈哈哈哈哈
这特么是中国玩家！！
我是有多飘  竟然敢看这种视频了
ohhhhhhhhhhhh
要多少有多少
我知道了 盾构机
人  才  市  场
这才是创造
三一重工
卧槽
工业强国
开创造？老弟好好想想看，镐子长按直接破一堆，创造还得一下下撸
？？？？？
你咋不直接要个推土机，直接铲就好了
大       国        工        业
基岩哪来的？
万恶的资本主义啊
万恶的资本主义
为什么不搞个挖矿机?
牛
我靠
生化危机既视感
量产。。。。注意量产。。
卧槽。。全自动化生产。。
卧槽卧槽未完成卧槽卧槽我擦我擦我擦我擦我擦我擦我擦我擦我擦我擦我无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情无情
别人的世界
为什么可以飞啊
新世纪矿业集团
三 角 贸 易
大佬大佬
我以为是区块链
卧槽
真。沙雕
这TM是巨佬
凋零：我。。。。。
？？？？
记住这句话
卧槽
强大的基础设施
6666666
世纪项目
基建狂魔
没后勤都不敢开工程系列
凋零
这是在地狱顶层吧，所以有基岩
下水道卧槽
上层基岩并不是全部平坦的，有这种模样的
？？？
？？？？？
女巫塔
？？？？
看见没，工业强国
Mc主要吃cpu好吧……
wtf
传说级崽种？
沙雕机
?????
附魔金苹果怎么57个的啊？
？？？？？
太tm吓人了
有36个信标还挖什么
卧槽，我请
我闻到了显卡的味道。
卧槽
卧槽
真 基建狂魔。。
富 强
这和我玩的是两个游戏吧
卧槽
TIS
全 自 动 世 界
红 石 工 业 车 间
我傻了 我真的傻了
为什么我还住在山洞里
？？？？
卧槽，我们玩的是同一个游戏嘛
不加光影就是吃cpu
Creeper?
270级了
？？？？
全自动化车间？
？？？？？？？？？？？？？？？？？？？？？？？？
666
血汗工厂！！！血汗工厂！！！血汗工厂！！！血汗工厂！！！血汗工厂！！！
基岩用龙蛋挤掉的
1.14实体超过25个会窒息
那么，信标从哪里来呢？
哇 
???自动流水线?
我想问一下，你的显卡，热吗？
高手
啊啊啊
woc
wtf？？？？？
牛壁
发      展      中      国      家
卧槽
地狱劳改营
我的天，我弟弟了
？？？
这是别人的世界
卧槽 太可怕了
阿里巴巴自动分拣机器人？？？
所以我选择创世神mod
鬼鬼
鬼鬼
？？？
大人   时代变了
？？？？？
来了来了
为大国崛起庆生
？？？？？？？？？？
妈妈问我为什么跪着看视频
请告诉我你的电脑配置
跟个屠宰场似的
卧槽
屠 宰 场
谁问的
nb
别人的世界。。。
别人的世界。。
我怀疑你这个生产线杀害凋灵时不够人道——亡灵保护组织
超 级 工 程
換綠寶石然後換鑽石啊
工具人……
大人，如今已经是未来了
挖礦可以盾構機來自動，但那會大量消耗主世界的資源
信标是哪里来的？
那么修补镐子用的经验怎么获得呢？
我想问一下我们玩的是同一个游戏吗？
我想问一下，我们玩儿是同一个游戏吗？
我想问一下，我们玩的是同一款游戏吗？
666
国际贸易组织
nb
卧槽nb
牛批
？？？？
妈问跪
？？？？？
666
世界制造 and 流水线
我们玩的是一个游戏？？？
我们有强大后勤系统
我们有强大的后勤系统
我的天啊 这就是地狱吗
服务器卡顿是有原因的
我的田哪!
“屠宰场”
求这个BGM啊！！！！
这才叫大佬
666
未来拥有机械内脏的结果
凋零屠宰场
不去当程序员可惜了啊
这TM是人干的事？
    l
↑l
←左下角
江苏人民在这里给您拜年了
魔鬼
下水道
别人的世界VS我的世界。。。没啥好比的了，你赢了嗯
太强了
大佬
可忴的凋零
问基岩哪来的，有玩过游戏吗地狱最上面全是基岩
好电脑！
凋零：卧槽无情！
我们玩的不是同一个游戏
卧槽，无情
湖南衡阳人民给您拜年了
啊啊啊nb
你这。。。。。
杀凋机
大佬的世界
？
？？？？？？？？？？
一句卧槽行天下！卧槽卧槽卧槽
中 国 制 造
全自动的机械发展国家无情我曹
别人的世界
←创造基岩的那个，地狱上层基岩又不是全平坦的
？？？肝？？我已经没有了
mc是最吃显卡的游戏
基岩应该是在地狱最顶部
大国工匠
从0开始创造世界
右边死亡次数NB
？？？？？？？？？？？？？？？？
这个视频也是有新人看的，提醒一下就可以了没必要说下游戏吧
？？？
？？？？？？？
？？？？？
为什么不用TNT?
我们有强大的后勤系统
这个游戏叫做别人的世界
银河二号？神威太湖之光？
变你粑粑
就算是开创造，这你能建出来？
其是村民挺好刷的...至少我宝藏附魔全有
看不懂，不明觉厉
好了前面问经验怎么来的知道了吗？
欢迎回来  再来一次
丧心病狂
匠魂的锤子的确很快
请问肝从哪里来
水哪里的
自动沙雕
我没有强大的后勤系统haha~
卧槽
那么基岩是哪来的
无情
大佬
？？？？？？？？？
带国工匠
卑鄙的外乡人
图像处理不要GPU？？？逗我呢
工地民工作业
人才啊，我不想玩了
看到肝疼
传说级崽种哈哈哈
这是一个游戏？？？
？？？？？？？？
？？？？？
稿子从哪来的
下水道…
难道就我看到装备耐久是负的吗
？？？？？？？？
分类？？？？？
哥，中建或者机械设计研究所没给你们发邀请函吗
额。。。先把图纸发一下
三连了，牛逼
不是mc火，是小孩太多了，受众人群不一样
269级噗
女少口阿
999999...94？
我看成区块链
物流 我擦
？？？？？？？？？？？？？？？？
靠
无情
新年快乐
？？？
wocao
反正也听不懂，看看就好了
我又来了
用这脑子玩游戏，还有人性不？
进来的可以先把币投了
流水线生产
这是你的世界不是我的世界
他来了他来了
卧槽
????????
跪了
前面问基岩的云?
什么？你说哪里来的仙人掌？
没光影时gpu占用少而已
我不配玩我的世界
真的.........牛批
并没有问
卧槽
卧槽，无情
这就是别人的世界
?????????????????
????????
这就是工业时代
沙雕机
给各位拜个早年
湖北人民在这里给大家拜年了
太牛逼了
？？？？？
为什么跪着看视频
生产线
??
nbnb
请问信标哪来的
？？？？？？？？？
机械化作业
原来还会这样
三刷
？？？？？？？？？？？？？
你和我玩的真的是一个世界？
这个基岩怎么整的。
救救凋零
别人的世界
6666
woc?????????????????????????????????????????
我们八个人认真起来的话，可能回了这个世界的哟
我刚才是不是看到了幽魂
牛壁
啥都别问，就去看TIS
？？？？
地狱最顶端是基岩层
卧槽，无情。
dajiahaop
人家已经在21世纪了 我们还是山顶洞人
????
中国制造
科学牛逼！！
tis
为什么手工挖
我玩了个什么？？
卧槽？？？？
？？？？？
世  界 工  艺
大佬
那这个游戏不再是游戏了，这是当工作啊，请问这些东西你做了几年？我是指不作弊的情况下
妈问跪
卧槽，玩的不是一个游戏
现代化我的世界
收割机？
我们玩的真的是同一个游戏吗？
什么，你问我肝从哪来的？
我卡了？、
物 理 学 大 师
那么是谁在拍视频不挖矿呢
注意村民名字
25个凋零居然不卡，CPU牛逼
??????????????????
你网络不卡吗？
牛壁，牛壁
？？？？？？？
wc
前面的这个up主真的是程序员
前面的这个up主真的是程序员
服了
流水线
仙人掌哪来的
自动化自动化
？？？？？
大人，时代变了
现代立体农业基地
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
凋灵：依稀记得我是个boss
66666666
wtf？？？？？？？
我还在拿弓跟凋零打呢，你告诉我这样打？
求你把显卡和cpu分清好么？
我人傻了
缓缓打出一个？
约定的梦幻岛
乱纪元来了，脱水！
我人傻了
刷马应龙
卧槽
信标从哪来
想要
别人的世界
时运
qwq
左下角
？？？？？？？？
太特么牛逼了
这玩意整套要几个人造好几个月吧……
科技改变世界啊
卧槽
有必要吗（官方）
杀雕机
奈何鄙人没文化，一句卧槽走天下
尼玛。。。。。
额
八年白玩了
妈问跪
抖音已盗
某音已盗
收下
做个人吧2333
这才是打MC的大哥！我表示我已经没有词来形容这境界了，流弊！！！≡¤≡
“沙雕”机
卧槽无情
我要那么多石头有啥用
还是炸的快
这时村民不卖东西给你了
？？？？
再说一次MC吃CPU，与显卡无关
挡住字幕了，对不起，星球崩解之镐表示不服...虽然挖不出来，而且很无脑
我跟这差不多
再来亿遍
ready perfectly
什么原理
卧槽
？？？？？？？？
哇哇哇哇哇
我们有强大的后勤系统
之前那个1.9不会玩吧
？？？？？
流水线的悲哀
真·流水线
有这么强大的机器，挖矿这么简单的事竟然还是手动
别人都发展到9102年了，我们还是山顶洞人。
沙雕鸡
跪了
现 代 我 的 世 界 工 业 革 命
稿子是哪里来着
附魔金苹果哪来的?
仙人掌哪来的?
内存不够啊
