真正的第一！
可以烤一个m24吗？
多点吧，瞧不起谁呢/滑稽
哇，好吃
巨魔战将
m82a1
下次烤m78
给我冲鸭兄弟萌\(//∇//)\
想看烤牛油 
断肠人+1
到了，gkd
嘴中的西北风突然不香了
出唾液的报道
冲冲冲冲冲冲
辛苦了
辛苦了
你这笑的
主要是能观众老爷们馋死！
辛苦了
辛苦了
啧啧啧，隔着屏幕都能闻到香味。
辛苦啦
握草
断肠人老师是你吗？
嘴里的奥利给突然就不香乐
真的有点像van♂
辛苦了！
先赞后看
很好你币有了
靠……这也太嫩了，好好吃啊！！！
你们那是点赞吗，就是馋那牛的身子
来个M78的
已经够了
够了，快安排
m78星云
辛苦了
华农出来学习一下
11.7万了
这该死的甜美
于和伟
爆浆？牛前胸？
看up这么多开心，不好意思不给赞了
已经够了
越看越像终极一班的断肠人青年版啊，2333333
越看越像终极一班的断肠人啊，哈哈哈哈
幸苦了
辛苦了
我只想知道这肉顶我几个月生活费？
摄影师有吃吗？
别刷lbw侮辱别人了
那个煎饼煎肉此时被偷吃了一块
"加油加油,突然想吃肉"
辛苦了
砧板可以给我嗦两口吗
迪迦表示很赞
天啦噜
手里的面包不香了
手套别扔了，让我舔一舔
啃点牛肉干解馋…哇的一生哭出来
弹幕又吃不到还挺兴奋的
不小了
有点像隔壁杨老师是怎么回事
干了啊兄弟们
手里的鸡排突然就不香了
准备m12吧，哈哈
巨魔蘸酱
掉粉时刻
m78星云
12.1
九小时达成
这颜色，啧啧啧
辛苦了！
金色传说！
我只想吃肉 不要卷皮
开哥牛逼
啊啊啊啊啊啊啊啊啊啊啊啊啊
好！安排！
多钱一个呀
什么味儿那么香？低下头看到了手里拿着的鸡脖子。
瞧不起谁呢，你准备好吧
哈哈哈好可爱
等你12
已经够了
大家别被他骗了！他就是自己想吃！但是我也好想看呐。。。
自动的？好先进
我就来亿口
m78星云前来报道
q弹
驴叫了
咽口水
都
够数了
要是被偷吃就尴尬了
已经超了，安排上
我饿了
王之画质
断肠人
12.4万点赞3.3万收藏
笑得像一个孩子
M78星云的沃门是一家
家里有矿啊
下一期能不能抽个粉丝去吃
我也想
盘里青菜突然有牛肉味
下次能不能抽个粉丝试吃
鬼龙！
下次能不能抽个粉丝试吃
烤个M78
硬核
掉到地上的是魔鬼？
我去
不容易啊，有此美食也值得了
实名想吃
没有人么？
便便看
叫啊，你叫啊
神似断肠人呐 
随机馋死一个粉丝
有人吗
辛苦了
心态崩了，减肥道路上布满了荆棘啊！
辛苦了
啊～真是人间美味啊！
卧槽！！！这肉！
王千源
这么美味的东西放你面前你不乐呵呵？
辛苦了
投币后观看 养成好习惯
给我吃一口，就一口
M249
牛逼？
刚刚那是乳扇吗？
wdm
笑死我了
woc
mp5
你币没了
馋
风骚
膜不要撕
这是真像开哥
辛苦了
10h 12.8w了
辛苦了
好饿
一晚上值了
长得好像于和伟
啊
哈哈终极一班的断肠人
辛苦了
肉杂碎不要给我
贝印刀，壕
沙    皇    炸    弹
卧槽
无情铁手
来个大肠面线！
啊啊啊啊啊看上去太好吃了
男人的快乐就是如此简单
哈哈哈哈哈哈哈哈哈哈哈哈
开哥，你在干这个了？
嘴里的烤肠突然就没味了
让让！手上的包子掉啦
M82A1
你咋这么可爱哈哈哈哈
辛苦了
哇哇哇
太少了
因为你像55开
要亲命了
红字魔鬼↑
我婆子
哈哈哈哈
这么嫩我靠
辛苦了
辛苦了
牛腩吗
奥利给
啊啊啊啊啊啊啊 我为什么要半夜点开
觉得像肖旭的别走！
你看着好困啊哈哈哈
辛苦了
啊 真是人间美味
发出驴叫
M200
哇这颜色
我懂了你就是想吃肉
辛苦了
m2
m249
有巨魔战将那味儿了
出水了
断肠人有点像哦
冬泳怪鸽
我为什么要半夜来看吃的
出水了
奥利给
13.5了
索然无味
十三万了
很黑很亮，很油很duang
我傻了，大晚上看这个
mt6735
哇
泡饭贼香！！！
太无情了
m82a1
我也觉得好像♂Van
杯里的白开水突然就酸了
哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦
先投币
手里的鸡肉还是很香
我目前最想吃的，国内没有啊！！
小看我们了
辛苦你了
我感觉阿婆主跟水哥长得好像呀
安排的明明白白
辛苦了
好想吃啊
卧槽不要浪费啊啊啊
掉粉时间
我为什么要迫害自己
正在吃的testv酸辣粉也不香了。。。。。。
和牛是个日本的品种，估计澳洲引进了
啊啊啊啊
我嘴都张开了
辛苦了
无情
辛苦了
进入正题吧大哥
感觉这一段好像巨魔呀
摄影师也冲啊
战歌起
胆子大一点，给我翻两倍
天哪，你不睡觉吗
辛苦了
毫无食欲的不知道说你什么好了
感觉你好冷啊
无情大口
M416
又是你啊老哥！！胃部纵火犯！
点赞了收藏了我们也吃不到
断肠人
卧槽真的好嫩啊
一碰就出水
断肠人
手里的奶茶突然就不香了
14.3万
好几千吧
辛苦了
辛苦了
一碗香
有内味了
BMW M2雷霆版
瞧不起谁呢
入粉时刻
老邢
m12已经是最高了吧
粗狂啊
14w了 你这是瞧不起谁呢
OK，赶紧
憔悴了
哈哈哈哈哈
我好想骂你啊啊啊啊啊啊啊啊啊啊啊
巨饿
馋
挤挤就有了
啊破主好喜庆
M24
烤个m78行么
这哥们儿乍一看挺帅，等到他一笑就破功了
好憨呐哈哈哈
你完了。
突然觉得嘴里的辣条不香了
给他楼下兄弟们尝一下
哈哈哈哈好可爱啊
厦门云顶？
看起来有点小
嘴里的泡面突然不香了
awsl
杠精有病吗 这语气比你好多了
手里的窝窝头突然就不香了
卧槽
可恶啊，好吃啊
辛苦啦
瞧不起谁呢？
55
好开心好可爱 去点赞了
m4a1的别走，带上我
牛啊
嘴里的口水不香了
惠州？？
开始了，又是天台
烤M78
价钱还要更贵。
战歌起！！！
14.9万了
我就想知道怎么解决多的肉
眼神真的很喜感
BBQ烧烤都这卖相
无情铁手
想知道手套事什么手套
"23:31,好饿"
辛苦了
烂了，好喜欢
m78
嘿嘿嘿
嘿嘿嘿
m65535
驴叫准备
m870
现在连牛肉也要醒一醒了
我靠 我流口水了
哭了
m416也爆浆，爆头贼溜
辛苦了
语录
辛苦了
我的天
69w了
m78烤奥特曼腿吧
你小看了我们……
辛苦了
辛苦了
你币有了
好Q弹啊！啊啊啊啊啊啊
好想吃！
van分肯定
15万了
MMP
你瞧不起谁呢？（滑稽）
辛苦了
辛苦了
（咽口水）
金色传说！
？？!ヽ(ﾟ∀ﾟ)ﾉ
他自己做，自己吃，你们刷辛苦了？？？
这得200多了
手里的方便面突然就不香了
这手套，想到Dr.No
幸苦了，给摄影师多吃点
目标低了
断肠人？
驴叫出现
就不能再多点？
我竟然看着这个只能吃嘴皮！
16万
M249啊，直接扫射
日本和牛是我国禁止进境物品，关境内的要么走私要么是假的
这牛肉确实漂亮
辛苦了
啊啊啊啊啊啊啊啊啊啊啊啊啊
饿了
第一次知道烤肉还需要通宵的，太辛苦了
我靠，无情，饿了
00:58 不行了要
像巨魔的别走
干就完了
好美的肉
是你牛肉太大了！
你是喜欢他的视频吗 你就是馋它的烤肉
诚意满分
开幕雷击
你坏笑个锤子呢
给我一块！！！！
烤肉成本太高了啊，买了好多炉子
舒服了
怀里的嫩模已经索然无味
口水瞬间涌了出来
14小时16.3万，网友们都力量强悍
憨憨的笑
我为什么凌晨一点看
辛苦啦
好喜庆
夜宵来了
真可怜你的邻居，大半夜还要受香味折磨
好奢华的早饭！！
bgm是
凌晨2点，我要起床做饭吃吗？
16.5的点赞，4.6的收藏了
oh！！！！！
变成叉烧了
吃不起吃不起。。
断肠人哈哈哈哈哈哈
卧槽
哇！！
卧槽别挤
我靠
啊啊啊啊啊啊啊啊，大晚上的
终极一班的断肠人嘛！！！
辛苦了
3：55我错了，我不该来
他在狂笑
是你 断肠人
红色好好看啊
辛苦了
憔悴的眼神
浪费阿  我来帮忙接着
早上吃这玩意儿  可以昂
看不起谁呢
我可以
驴叫安排
好像卢本伟
m78整一个
嘴里的m416突然不香了
M24吧
Van 是你吗
取关
有啥好吃的
duang
暗示投币
暗示投币
辛苦了
困不困啊
shui
我隔着屏幕闻到了香味。。
跟果冻一样，一晃一晃的
M762
辛苦
到啦
M7是啥？为啥要配牛肉一起考？、
啥时候到M76啊
他在狂笑
他还在狂笑
他在狂笑！！！！！
大清早的吃牛肉
啊啊啊啊啊啊想吃
我裂开了
可以可以 我就要这块了
把汤给我喝口行不
上面需要配一只猫 旁边加上篝火
哈哈哈
哈哈哈
啊啊啊啊啊阿啊
开幕雷击
断肠人是你吗，我是大东
那猥琐的笑
辛苦辛苦
好喜欢他的笑声
砧板给我，可以吗？
日本属于疫区，中国禁止日本牛肉
这块肉多少钱
牛欢喜
van
来了
lbw别装了  露出本性吧
巨魔蘸酱
看着手里的烤红薯。。。。
口感应该不错，味道嘛。。。可以自己搞点酱调？
辛苦了
牛逼
我为什么要大晚上看这个视频
我好饿
m24
粉丝暴涨
长得像我是特种兵里面小庄
m16
我的妈，我都敢看这个了。
声音有点像旭旭宝宝啊
我点了 你们呢？
这够10个人吃
笑出鱼尾纹
汁给我寄点
这是我
m60的等等我啊哈哈哈哈哈哈
你赞没了
m762
这一大块牛肉怎么也忒一百多才能买到吧
雪花牛肉不怕熟 怕太生 因为脂肪多而且分散 所以生会很腻，全熟也会很嫩的
这是什么刀
我要吃？？！
m762
17.9了各位
M24 m4a1 m60-a1
给我舔一口，就一口
他以前的视频讲过为什么要醒
辛苦了
要求有点低啊
M700
哎我 真香
辛苦了！！
M200
哈哈哈哈
蛤哈哈哈哈
m416和m78的把爷整乐死了
说实话，真的是断肠人
我靠
啊啊啊啊啊啊啊啊
这是肉嫩不是熟过头，低温烤的嫩
放开他
嘿嘿嘿嘿
辛苦了
幸苦了
你表情好魔性
m24谢谢
断肠人2333
明显感觉困了
我也想吃！！！！
van？
全熟……
up主看起来憨憨的亚子
辛苦了
这视频真的值得三连啊
可以吃了..
卢本伟
脂肪真多
哇
好专业啊
断肠人
卢本伟nb
可惜太腻口了，不能一下吃太多
厉害了，一天就超目标了
m416
断肠人哈哈哈
awsl
驴驴驴
M60
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
M7是等级
手里得馒头突然就不香了
哭了
马上19w了
Ray哥搞外贸的，自然能搞到肉
驴叫警告
天哪！！
NB
真够软嫩的
老了
长得真的好好看啊
呵呵呵呵呵呵
握草
M416
这个是澳洲和牛吧 M分级
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
M14呢
xinkule
爆油吧
你好卢本伟
确定是卢本伟本伟
奥利给！！！
奥利给
丧心病狂的吃法
不要馋我
怎么这么像....那个爱笑实验室的肖旭！！！
美式烤牛胸肉就是全熟的，吃的就是软烂多汁
缺少灵魂酱料啊
M4A1
辛苦了
给我来一口啊
强忍着瞌睡上来拍的吗？好怕你睡着啊...TT
给我也整一点
驴叫可能会迟到，但永远不会缺席
19了
可以去找up吃肉吗？不用出镜，就负责光盘
juicy 
juicy 
黑眼圈辛苦
烫啊
哇想要
哇塞
嘴里的指甲盖突然就不香了
眼神突然呆滞
模拟人生同牌烤炉
上帝？
手里的泡面突然间就不香了
你被巨魔附体了？
啊啊啊啊快给我来一口！就一口！
奥力给？
奥利给！
20万赞乐
五五开？？？
辛苦了
辛苦了哇！
太夸张了吧，手里的泡面掉了下去
祖传BGM
有M78和牛吗
。
断肠人 是你吗
毫无食欲的只能说山猪吃不惯细糠
19.7w了！！
奥利给
辛苦饿
我想举报了嘤嘤嘤
人困的时候 味觉下降  吃了 不划算
LBW是你吗
怀里女朋友突然就不香了
握草，海景房。。。
主要是上期你太看不起粉丝了。。。
高端的食材往往需要朴素的烹饪方法，忙了一天的陈师傅
哇啊啊啊啊
这烂的好爽  我没牙齿都可以吃
给我整个M762
请收下我的膝盖
掉粉环节
20万了~
刚刚吃完面突然就索然无味
没弹幕？
辛苦啦
哇yyyyyyyyy隔着屏幕都问到香味了
小看我们了
其他无所谓，主要是想听驴叫
辛苦了up
哇哇哇哇
下次m9拉满
Taixiang开哥了
啊啊啊  好过分
手上的牛肉干突然就不香了
手里的神厨小福贵突然不香了
ohhhhhhhhhhhhhhhhhhhhhhhhhhh
20万合影
20.1万了
不可能进口不代表没有走私
20万合影
辛苦了
专业
幸亏刚吃好晚饭，还行
逛美食区这么久第一次发现有专门做bbq的up，原来这么有学问
驴叫来了
又是你！
你这是看不起我们
20.2
VAN笑
辛苦了
辛苦了
哎嘿嘿嘿
挖槽
想吃
找的合不拢嘴
天文小伙伴别闹
22.6了
20.3万了
好软烂啊
m78要多少点赞，说个数字
快一百万了！
驴叫警告
！
自信点
别废话，已经三连了
M4A1
啊啊啊啊啊啊啊啊啊啊啊
M14EBR
太幸福了吧
地动仪
m762
嘴里的汉堡突然不香了
原地爆炸了  亲
给我一口！！就一口！！！
哈哈哈哈
断肠人
别碰我肉汁！
不可以！
不睡？
辛苦了
辛苦了
战术扭腰
辛苦了
！！
别说了。你只不过是想吃好牛肉而已。顺便馋一下我们。
别说了。你只不过是想吃牛肉而已。顺便馋一下我们。
van
我嘴里的玉米是突然就不香了。
辛苦了！
辛苦了
啊啊啊啊啊啊啊
水哥，是你吗？
日，想吃
nb
ray看着好困的样子
巨牙储藏箱
我的菜煎饼突然不香了
给我来一块吧 撒娇脸
M78煊煊？？？
20万乐
生日的那个快乐
何以至此
ohhhhhhhhhhhh
严重超标了，21W赞，14w币，5W收藏了！
腿上的男朋友突然不香了
太爽了吧
m4a1
哇哇哇
辛苦啦
好的
太爽了叭！
请让我舔一下  就一下
手里的泡面突然就不香了
嘿嘿嘿
卧槽，想吃啊
m7和牛？和牛不是按A分类的吗
奥利给！
21万了
嘿嘿嘿嘿嘿
看起来感觉很好吃。
你成功的把我看饿了
呼呼呼
给我喝口汤吧
嘴里的奥利给突然不香了
通宵哇
辛苦了
这期也到了
下期啥？
哦
断肠人哈哈哈哈哈
有点像那个男人
嘴里的瓜子突然不香了
辛苦了
点赞已经过20w了，收藏5w多了，等你的m12
突然饿死
才10W，你这是看不起谁啊
考m60呗
我饿着肚子看这个
你买定了啊哈哈哈
哇哇，我可以
海景房
让我闻闻
我就吃一根薯条
哇哇哇
喜欢
辛苦啦
这次21万了
m9刺刀丿
残忍
驴叫
邻家：啥东西这么香呀
同款台灯
卧槽，手里的泡面不香了
辛苦了
手上的五花肉不想了香了
已经21.5点赞 5.3收藏了
断肠人
断肠人是你！
他在狂笑
肖旭！
驴叫预警
确实像断肠人
辛苦了
专业
太简单了点吧！
还以为是百穴菜刀
手里的肉夹馍突然不香了
挖槽20万
我的天，太诱惑了吧
叉子上的小牛排突然就不香了
生日快乐
？
啊啊啊啊啊啊啊啊啊啊心疼肉汁
21万
辛苦了
...
辛苦了
快住手
VAN样！
woc
哇
点进来之前我就感觉到了，这个鸡腿要不香了
下期吃啥呢
辛苦了
m679？
嘴里的帝皇蟹索然无味
？前面的，在家用碳烤，空气不流通，碳燃烧不充分的话是会形成一氧化碳的
水哥是你吗~
生日快乐
辛苦了
辛苦了
拆弹专家
放我胃里，一点都不麻烦
这笑太真实了  特像我吃到好吃的忍不住想笑的时候
汉堡的带我一个
摄影师崩溃了吗？
你怎么回事儿  才10W？
这期22.1W
22.1了，
太费事了吧
up主这么开心。三连了
卧槽
辛苦了！！
