热乎乎的
用NaHCO3溶液涂在刀身导电，利用短路的高温烧出纹理，nbnb
先投后看
有内味了
牛逼
曹我
火钳刘明
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
这是手工?
卧槽卧槽
三年的三连
注入灵魂
先三联连
有生之年，现在5万多播放
〣( ºΔº )〣
前方高能
？？？？
来了来了
奈何老夫没文化一句卧槽行天下
膝盖
恭迎神锻国首席
卧槽
新工具登场
？？？？？？？？？？？？？
卧槽
娴熟的让人膜拜
？？？？？？？？？？
提前留名
这个纹路当然自然，因为这就是真正的电流
百人偷刀（6/100）
輮以为轮
ohohhohohhhohhhhhhhhhohhhhhhhhhh
前方高能
这才是真正属于善逸的刀
女装预定
5万播放量W万赞是什么概念
kaminarinokokio 
又是币比赞多
b站磨王
破而后立
危险请勿模仿
原来您是个电工
百人偷刀（8/100）
小苏打溶液导电
又爱又恨的紫光檀
百万预定
什么鬼？
哇 感觉来了
这是锋利一
百万留名
真。高燃
帅啊。
帅
????
百人偷刀（99/100）
卧槽
百万大旗举起来
打断，不许偷！
带我一个
欢迎回来
卧槽
听这bgm就知道不对劲了
鬼斧神工，佩服佩服
我的妈我哭了
明天投币，绝不白嫖
来了来了
Ohhhhhhh
雷电刀
之前做过魔刀千刃的
火钳刘明
核能预警！
百万预定
提前卧槽
所以，这把剑是天下唯一的吗！
百万预定
教练，我想学这个
百万留名！！！！
？
百万留名！！见证奇迹的时刻！！！
卧槽
才浅NB
偷啥刀啊，人偷回来
才浅露过脸没有，这都百万粉丝了
卧槽
组队怎么分，我自己上
卧槽
BGM：Fearless！！！
前方高能！！！
百万预定
O'hhhhh
加油大佬
火钳刘明
百万预定
卧槽
耐久10
火钳刘明
火雷神
危
牛逼就完事儿了
卧槽
千机伞
提前预祝百万
解锁新道具
对。。独一枝
当初关注彩浅时才几千粉
这个花纹，感觉来了
千机伞
卧槽卧槽卧槽卧槽卧槽卧槽卧槽
卧槽 卧槽 卧槽 卧槽 卧槽
万人偷才浅（1/10086）
附魔啊
百万留名
卧槽我闻到这个烟味了
卧槽
百万预定
quan
百万合影
真·善逸雷刃
前方高能！
百万预定
妈见打
卧槽
恭喜你，发现了巅峰
三连已交
提前卧槽
二刷
我见证了什么，卧槽，这是何等的卧槽
趁着人少
趁人少
百万前留名
荧光粉
火前留名
神仙up!
百万留名
世界独一把
火前留名
你开始了
留名
三连了
献上我的弹幕
百万预订
卧槽卧槽卧槽
麻麻问我为什么跪着看视频
强
你们都晚了，这把刀现在在我手里。
过于硬核
WCWCWCWCCWCWCWCWCCWCWCWCCWCWCWCCWCWCWCCWCWCWCCWCWCWCWCWCCWCWCWCCWCWCWCCWCWCCWCWCWCCWCWCWCC
真  雷电！
来了来了
火钳刘明 顺便提前卧槽
卧槽
神仙啊
前方高能！
？？？？？？？？？？？？？？
纹路很漂亮
百万留名
大佬
是真的强
卧槽
这个无人能仿！！！！
这才是雷电附魔
锋利II附魔中......
? ? ? ? ? ?
百人偷刀（15/100）
百万预定！！！
卧槽
大家和我一起念：才浅出品，必是成品，三连后看，已成习惯！
卧槽
百万留名
在家闲出刀来的up
现在不到十万，百万前刘明
？？？？？？
卧槽
获得：雷击木X1
五刷
绝了！！！！！！！！！！！！
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？///
i了i了
？
百万留名
封死前十万的大门
提前握草
物理打磨
百万留名
来了来了
凑合
百万留名
预定
前方开始高能
三连已交
百万预定，火钳刘明
先三连再看
我，我先来，卧槽！
这视频不破千万播放量我提头来见
每年消耗的502可以绕月球两圈
先投币支持才浅
犀利牌
要火了
百万留名
火钳刘明
牛批
使用明火，注意安全！
臣——卜——米——曹
百万留名
奈何老夫没文化一句卧槽评天下
卧槽
牛批
千万前留名
"留名"
没弹幕
币比赞多
火钳刘明，！！！！！
这个刀可以吃？
三刷
NBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNBNB
卧槽
这是个狠人
这就是真实感
tql大佬
liuming
难怪我家砂纸断货了
这视频要是能投10个币就好了
？？？？？
卧槽
百万留名
前方高能！！！！！！！！！非战斗人员迅速撤离！！！！！！！
？？？？？？？？？？？？？？？？？？？？？
太帅了
卧槽卧槽
卧槽!我好想猜到他要干嘛了!
666666666666666666666666666666666666666666666
ohhhhhhhhhhhhhhh
前方高能！
进度条警告
提前卧槽
又是你，每次我想白嫖的时候，你就出现。
恐怖如斯
火钳刘明
我拿的这两个硬币有何用？
卧槽
赶紧留名
这是何等的握草！
wc
注入灵魂
卧槽，我人傻了
投币比点赞多系列！
恭迎神锻国首席
卧槽卧槽
卧槽
卧槽槽槽
加量不加价！！！！！
率先卧槽
提前卧槽
百万留名
火前卧槽
二刷
微波炉还好吗
？？？？？？？？
暴涨
有内味了
这大佬咋手工都能燃起来
你就是神锻国国主兼锻刀村村长？
bgm好像打呼噜
哦！又是这块木头
百万留名
？。？？！！！！
巨匠
火钳刘明
淬火
这还不过百万（双重含义）
道理我都懂 但2.0倍真的很爽
？？？
卧了个大槽
卧槽，牛皮！！
留名
好了，这样一个台式电脑就组装完毕了
加量不加价
666
百大留名
磨王上线
严谨
白嫖的给我滚过来投币
大佬 我屏幕着火啦
才浅nb
有生之年系列
热乎着呢
卧槽
投币比点赞多两万了
卧槽
正片开始
？？？？？
火钳刘明
百万留名
前面说甩一下断了的，这是紫檀木，超级硬
火钳刘明
超越手工
我居然是老粉？？？？
请停止你的松岗行为
百万预定
注入灵魂
没弹幕么
握草
嗯嗯嗯
502打钱
火钳刘明
百万预定
热乎的
微波炉
百万留名
锋利 I
火钳刘明
登峰造极
踩点可还行
火钳刘明
火钳刘明
多点几下是槽可以开打一点方便涂颜料，而且纹理自然，想法和做法都不错
火钳刘明
来了来了
百大预订
妈妈，别问，还要跪四分钟
白嫖失败
刚居然踩点BGM了！
真滴牛皮
我来了
给爷置顶
这尼玛是何等的卧槽
把币都给我交了！！！
害怕
我是502，我现在慌得一批
挖槽
百万留名
淬火
卧槽
还差1k就100啦！
厉害
三联再看
百万留名
百万留名
fearless！
变色了
从夜空之剑还只有几十万播放的时候开始关注的算老粉吗
？
百万留名
老粉报道
卧槽卧槽
感觉会被营销号盗掉。
卧槽
提前挖槽
百万刘明
卧槽 牛批
打开弹幕再来一遍
99.9万。。。
99.9万粉丝留名
人呢？
百万留名
首席锻造师
百万留名
百万留名
百万合影
偷偷抱走弥豆子
留名！！！！！
百万留名
百万留名
给跪了，真的是大佬
卧槽！
卧槽
20:48，100万
卧槽，原来是拆了呀
百万快乐
百万留名
百万贺电
留名
先投币
nbnbnbnbnbnbnbnbnbnbnbnbnbnbnbnbnb
等会加辣！
百万合影
百万留名
我发现，你的视频没法白嫖
百万粉丝留名
百万留名
百万了！
前方高能，非战斗人员请准备撤离，战斗人员握草走起来！
百万留名
百万合影
百万粉了
坐等日榜
百万留名
不是超越手工了吗？
徒手画线
华为p40NB
这是第一个让我白嫖失败，还找不出理由的up主
合影
2倍才nb
百万留名
百万
前方大神级1操作！！！！
桐人黑剑入坑，恭喜百万
百万留名
？？？？
100.1
火钳刘明
火钳刘明
才浅不才浅
百万了
复习一遍
卧槽！
百万留名
有内味了
一百万合影
百万留名
百万留名
硬核加电
这一百万粉丝太少啦
太她妈牛逼了
才浅牛壁
百万留名
卧槽
百万留名
百万刘明
一刷多一千粉丝，太强了！！！
卧槽
握草
真的强！
百万留名
卧槽
卧槽
百万留名
百万留名
百万留影
化学制刀
又是你
木块：我...算了你nb好吧
我看见你了↓
专业操作，请勿模仿
开光雷刀
百万粉丝祝贺🎉🎉🎉
魔刀千刃已经做了，在上一期😒
恭喜破百万！
？？？？？
硬核
卧槽
有操作的呀
百万留名
百万留名
百万留名
up是个鬼才
！！！！！！！！！
下次也一定
百万留名
！！！！！
百万留名
回过去看下怎么回事
说魔刀的是假粉丝吧，哈哈哈
这次一定
两百万冲呀
师傅在上，受徒儿一拜
您牛逼
百万留名
百万合影
？？！？！？！？
留影留影
才浅NB
三连了
刀杀了，人娶来！
奥力给!
五百万，你这双手和脑子我买了
如果谁敢白漂，揍他。
百万留名
百万留名
善逸！
前方开始淬火
强行卡点哈哈哈
电镀
百万留名
百万留名
百万留名
up主物理这么好
才浅牛逼
百万留名
輮以为轮？
这剪辑不得累死。。。
？？？？？
从从夜空之剑开始关注的
百万留名
？？？？？？？？？
6的一批
牛逼
卧槽
百万留名
25万播放一半投币
妈见打系列
才浅牛逼
才浅的百万粉是有原因的，手巧就是原因
nb
我是什么品种的垃圾？？？？？？？
火钳刘明
100.6了
从3.4万看到100.2万
太帅了
兄弟们，硬币刷起来
卧槽
你赢了，硬币拿走
火钳刘明
雷击木？？
   我那把差点被我妹弄坏了
这个我是真的没想到
百万留名
百万留名
厉害
百万
百万留名
？
卧槽
请勿模仿
卧槽
隔着屏幕都闻到焦味
百万留名
教练
太弓虽了
人厉害了干啥都卧槽
卧槽
偷偷的红嫖
卧槽卧槽
真雷击木
前方高能，极其硬核
今天没币了明天回来补
发个弹幕
害怕的兄弟把害怕打在公屏上
厉害了
让浅才大大又爱又恨的紫光檀
六小时三十万播放
卧槽，牛B！
看着弹幕上升
我先来，木直中绳，輮以为轮
这币我要来有何用
百万留名
浅才nb!
百万留名
白嫖，下次一定
百万留名
百万留名
百万留名
危险请勿模仿
奈何本人没文化，一句卧槽走天下
木直中绳，柔以为轮
危险请勿模仿
卧槽
注  入  灵  魂
卧槽
锋利ll
 肝精
？？？？？？？
牛啊
卧槽
你是湿垃圾（狗头）
百万留名
百万留名
卧槽
卧槽
百万留名
握草
百万留名
百万留名
火钳刘明
手法倒不是原创的，不过能做出来就很厉害
恐怖
硬核手工
打上花火
前面的：是做轩辕菜刀吗？
百万留名
百万留名
干了
我们也模仿不来
雷之呼吸——七之型——火雷神
nb
我天   太牛逼了吧
百万留名
你又来啦
百万留名
百万留名
挖槽
我是第二遍
百万留名
6666666
火钳刘明
ohhhhhhhhhhhhhhhhhhh！！！
前方高能！
真TM灵魂太爽了！！！！
今年高产，200W绝对稳(善逸色)
百万留名
又想骗我去拆微波炉？
窝草
牛逼牛逼
这次一定
？？？
刀鞘都越来越好了
百万留名
致死量
猝火
我想知道最后神油开光会怎么样
神仙
百大安排一下
火钳刘明
我觉得我是老粉了
我的妈呀这是什么神通啊
附魔
真·雷之呼吸
我傻了
卧槽
牛逼
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
奇怪的知识增加了
百万留名
不会画画的电工不是好铸剑师
每次一定
百万留名
才浅牛逼
百万流氓
百万留名
哈哈
硬币比赞多
紫光檀：怎么又是我
百万留名
卧槽
疯狂踩点
日轮刀的打造者现身了！
这次一定不白嫖。
超磁电炮
提前卧槽
热乎
我的天
电镀太66666了
百万留名-------果子
百万留名
挺秃然的
加量不加价
卧槽
？？？？？？？
五爽大法好
暴风雨前的宁静
百万留名
百万留名
挖槽
会啊，我还会千万留名火钳刘明
百万留名
百万留名
wc
它来了它来了
终于更新了（泪奔）
犀利牌
想法不错，问题是炭化严重怎么保证强度
百万留名
卧槽
欢迎收看一个小时涨一万粉系列
对不起，我做不到白嫖
牛皮
牛逼
握草
百万留名
不就是三连嘛
炭~~之郎
前方高能!
记住这个粉
卧槽
雷之呼吸，柒之型，火雷神
保证强度的建议龙泉宝剑挑一把.........
卧槽卧槽卧槽
百万留名
恭喜恭喜恭喜恭喜恭喜
其实是个剪辑天才
百万留名
兄弟们请把公屏打到牛逼上
是个手艺人！
低层弹幕，强度？这明显是工艺品
卧槽！惊了！
小 天 使
前方真的核能。。
卧槽
nb
nb
真电纹
百万留名
奈何本人没文化，一句卧槽行天下
那个一直说碳化碳化的有毛病？又不是真的拿来打人要什么狗屁强度？
up绝对是学霸
BGM:fearless
百万合照max
物理磨皮
我的弹幕去哪儿了？
核能
下面是要去砍无惨吗hhhhhhhhh
wtf
百万留名
太好看了
留名
相当于个手办，给你欣赏的，还强度搞笑的吧
表 面 猝 火
木头：我当时慌急了
提前握草
卧槽卧槽卧槽卧槽卧槽卧槽，
大佬，三连了
一个下午百万了！
雅各布云梯
辛苦
真，雷之呼吸？
有请语文课代表发言
台虎钳
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
真，雷纹
百万留名
111
502打钱
百万留名
这玩意2000v往上，看看就好了，别学
卧槽
全体起立！！！
百万留名
百万留名
卧槽
高能预警
nb
牛逼啊
百万留名
刀刃是白色的吧
说换成蓝色的兄弟肯定没看过番
6666666666666666
卧了个槽
才浅nb
卧槽
此时蔡徐坤发现事情并不简单！！！
卧槽
可以拿去砍无惨了
每次都这么硬核，爱了
真就被雷劈了
又是你
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
卧槽
莫不是刀柄?
善逸雷刀（纪念品） |（★ StatTrak™）表面淬火（崭新出厂）
6666
全体起立！！
up主说了不卖的
卧槽
百万留名
卧槽
nb
握草
百万留名
卧槽
加量不加价
帅啊
膜拜大佬
??
卧槽
终于更了！
失踪人口回归了
？？？？？？？
宁就是恋柱救下的锻刀村村长？？？
分分钟百万
留名
前方核能，非战斗人员立即撤离！！
火钳刘明！
百万留名
要    来    了
真·雷之呼吸
握草
燃起来了
卧槽
火钳刘明
1
1111
NB
百万留名
真就雷之呼吸！
洞爷湖是你做的吧
疯狂踩点
这期视频没解说嘛 也没字幕
666666
法律规定不然让做长的铁刀
nbnbnb
nb
再来亿遍
太牛逼了
百万留名
微波炉：我当时害怕极了
火钳刘明
百万留名
两倍带感
百万留名
百万合影
前方核能
百万合影
前方核能
6
百万合影
涨粉真快！！！
真的好看
害怕的兄弟把害怕打在公屏上
记住这个苏打水 
牛批
微————波————炉
雷之呼吸
百万留名
我以为是用雷击木的方法
准备雷击木？
bgm，1.5太上头了
前方核能
卧槽
宁就是锻刀国师
太帅了
百万必留
我裂了
百万留名
这up视频绝对不能白嫖
又是这熟悉的bgm
这次一定
这是紫光檀。
才浅nb
百万留名
才浅nb
卧槽卧槽卧槽
火 雷 神 
卧槽
百万留名
卧槽
真的强
卧槽
这才是猛男该看的！
万雷天牢引
卧槽
妈见打系列
握草
卧槽
卧槽
刀剑入坑
卧槽
百万留名
卧槽，牛逼啊！
太强了
卧槽
百万留名！！！
我记得我上次看他视频他才是十几万而已
WTF？？？？？？？？
危波炉警告⚠️
三连再看
nb
三连食用
手动抛光真勇士
只有这个up我是先三连再看视频
太牛壁了
卧槽
十年磨一剑。
此时不三连更待何时？
差点忘了三连
这次一定
我也是老粉了，留名
踩点是真的舒服
原来，这根本不是教程
裂纹太帅了！
前方核能
弹幕呢？！
妈见打行为
卧槽
卧槽
卧槽，卧槽，卧槽，这年轻人
用的时候不会还要加个电源吧
能还原一只麻雀么？
????????????
刀匠村村长
日轮刀客串
热乎
留名
百万合影
百万留名
请问这把刀在哪买的到
刀带回来，不投币的都鲨了
又是你
卧槽
高能
前方高能！
fearless
卧槽
起飞
卧槽
火雷神！
俺也一样
卧槽
上面那个，记得盖锅盖
火钳刘明
这刀拿着不电手么？？（滑稽）
打   上   花   火
三连安排上兄弟们
真。雷击木
集中一点  登峰造极
先三连再看
老路人刘明
百万留名
WC
百大UP主必有他
百大百大
锋利一
锋利二
锋利三
某个小刀出的时候，我就在了。
百万留名
百万留名
留名
握草
硬核
？？？
真·电击纹
灵魂操作
微波炉：我做错了什么？
木直中绳，輮以为轮
我币没了
摩拜中
百万留名
牛逼
卧槽
真 雷电之力
终于来了
补充弹幕
百万留名
终于知道这个最硬核是啥了
你币有了
强
前方高能
卧槽？？？？？
百万留名
留名+1
百万留名
百万留名
百万祝贺
百万留名
百万留名
终于更了
这次一定
害怕
这卖手办的要破产了
卧槽
留名
百万合影(ฅ>ω<*ฅ)
经验修补
前方高能
前方高能
我看这刀能打出火之神神乐。。。
前方电能
民间高手啊！
锋利四
昨天才17万，今天一看70万了？
神人现世
三连成功
百万留名
三连再看，已成习惯
利希滕贝格图样
火 烧 棍
百万留名
？？？？？
百万刘明
up 猪 nb
这套不错
卧槽
害怕
币送了，已经一个星期没有给任何视频投币了，这个真的忍不住！
百万留名
火钳刘明
？？？？？？？
百万留名
火之神神乐
我出我车
百万留命
留名
热乎
火钳刘明
三连没给的都拉满点上
前方究极核能
卧槽卧槽卧槽
卧槽
你别叫才浅了，叫多才吧
大型白漂失败现场
上油加一
又见紫光檀
留名
百万留名
百万留名
你又来了
前方高能
吧唧火老公惊呆了
太爷爷！你关注的up更新了！
才浅牛壁
宁就是钢铁冢?
卧槽
紫光檀 这料子不便宜啊
缓缓打出一个？
斩魄刀斩魄刀
卧槽
耐久III
这是美颜五件套
前方电能
前方核能！！！！
才浅总有一天我会挑战你的，先来下个下个战书，(抱紧狗头)
害怕
我     人     都     傻     了
卧槽
卧槽
锯割加锉削
锋利1
这个分镜帅爆了
卧槽看个视频又涨了7万播放量
硬核手艺人
卧槽
666666
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
百万留名
兄弟，你这刀多少，虽说知道不可能，但好像要！
留名
越来越熟练！比例越来越好！啥时候重铸夜空之刃qwq
卧槽
再来亿遍
自带引雷
击退三 锋利五 横扫之刃
我要买
火焰附加
放火烧山，牢底坐穿
我投了两个币
百万留名
害怕
？？？
卧槽
百万留名
锋利I
百万留名
百万留名
666666666666666333333333666666
卧槽！！！
才浅nb
以后怕是个国家工匠
危险操作，请勿食用
我傻了
面包糠
拿手好活
？？？？？
卧槽！
快乐紫光檀
必须火
卧槽卧槽卧槽卧槽卧槽卧槽卧槽
我当时害怕极了
我愿称此为绝活
锋利V
就你个老东西配我的币
拔刀剑...雷刃
卧槽
卧槽！涨见识了！
大人，真乃神人也！
牛
抢夺1
卧槽
真的强好吧
百万留名
卧槽害怕
神锻国第一铸剑师
百万留影
大佬，又是你
这次一定
火焰附加
？？
前方高能
卧槽
百万留名
百万刘明
百万留名
没得话讲
卧槽卧槽卧槽卧槽
这是个技术活，必须三连了
失踪人口回归！
真神TM电裂纹啊
是个狼灭
我当时害怕极了
有生之年
技术活，当赏！
失踪人口回归
请勿模仿
上什么网课啊，已经全程卧槽了。。。
国际金奖
百万留名
卧槽                 牛批
卧槽
1
我家胶水还蛮多的
UP的手好稳
你真tm太有才了
老粉留名！
牛逼
快乐紫光檀
锋利Ⅴ
锋利Ⅴ
牛逼
亡灵杀手2
失踪人口回归。
害怕
妈妈问：你为什么跪着看手机
卧槽
卧槽
前方核能
卧槽，NB
前方核能
前方核能
我靠热乎的
必须三连
抱歉，教练也不会
百万留名
留名
真大佬
卧槽
百万留名
解锁新工具
？？？？？？？
你是狼人
还有反面
OHHHHHHHHHHHHHHHHHHHH
害怕
教练：这是我教练的教练。
不上网课（50/50）
弹幕是10:17的吗
强大。。，
经验修补
握草握草
我还要上网课，放我出去
百万留名
木料废了吗？
会不会碎
前方核能
把刀偷了，人绑回来
加量不加价
卧槽卧槽
你币有了
真电击。。。。握草
真电击，，，握草
那一天他化成了灰
卧槽
真，电刀
青筋暴起
逃课来看
1080p60看起来好舒服
百万留名
卧槽
棒棒棒
百万刘明
锋利|
？？？？？
卧槽
硬核引雷，真雷刀！牛逼
白嫖失败
磨刀祖师
＋1
伏笔！小本本记好
百万
真•妈见打
火钳刘明
气氛突然帕弥什化
微波炉：我当时害怕极了
+1
苏打溶液导电？！
a s s
卧槽
前面说涂漆的那一位，打磨出来才有质感，涂漆莫得灵魂
先三连在看
微波炉：当时我害怕极了
莫名的好看！！！！！
卧槽
教练：啥呀，我也不会
把刀杀了，人带回来
卧槽，大神
微波炉：你不要过来啊！
附魔好评
逃课+1
我要这币有何用
牛逼
来了来了，他又来了
下面：不，你学不来
？？？？？？？卧槽
三连有了
阿 痛
卧槽
来了
两月一把
？？？？？？？？？？？
6666666666666666666666666666666666666666
18个小时35万硬币
+1
刀 刀……斋？
强强强！
投币再看，养成习惯
逃课+3
为了掰弯他
你还有啥不会的吗....
看到小苏打，发现事情并不简单
卧槽卧槽
硬核电刃
来了
说仿品的，你会吗，你来一个呀，你配吗
疯狂踩点
百万合影
希望下次做猪猪的刀
 老师：你为什么跪着上课？
黑刀秋水！
百万女装
脑子:我就不想投币  手:不，你想
加一
火钳刘明
可以可以，一贱三连没商量
还知道回来
太强了。
不上网课（3/100）
时空跳跃机！！！
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
百万留名
帅的一笔
真就导电呗
？？？？？
白嫖成功
先赞后看，已成习惯
不上网课+1
？？？？？？？
紫光木檀是超硬的木头，很难断
。。。
先刷个666
卧槽卧槽卧槽
危
奈何老夫没文化，一句卧槽走天下。
呵，这不有手就行吗，虽然我没有双臂
加量不加价，实用小苏打！？
卡点哎，才发现
厉害了
逃课+n
紫光檀，硬度巨大
卧槽
大佬真的牛逼
硬核电刀
卧槽
欢迎回归
三连三连
你币有了
币比赞多系列
黄色滴胶感觉会更nb
白嫖失败
真。雷刀
注入灵魂
脑子：我好像懂了。我：我想做一把。手：不你不想！
卧槽
手工艺术品价值无法准确度量  请勿谈论价格与相关名词！
还没到注入灵魂
刀，我裂开了
把刀杀了  人拿回来
？？？！！！
辛苦了
？？？？？？
卧槽
把刀拿来，人也给我带回来
/(！！！)
热乎
首页通知
火钳刘明
前方核能
终于等到了
叼.币留不住了
百万留名
血书妖刀
我的妈
不上网课+2
刀掰了，人带回来
下课在此
前方再次核能
每回都是你，跪了
电表倒着转
？？？？？？
留名
你币有俩！
＋1
牛批
Up多少钱
小伙先将模型刀打磨
微波炉:干嘛？喂，别这样看着我，我有点害怕……
你TM拿我的币不当币是吧？给我收了！
三连再看，养成习惯
NB
点赞再看养成习惯
小伙又把微波炉的电线拆了下来
并链接上了一根白色塑料管
有内味了
百万留名
白嫖失败
失踪人口回归
坐等注入灵魂
我傻了
不上网课＋2
来了来了！
组队偷刀(2/9999)
老老实实进我收藏夹
+1
666
这是什么粉末
？？？？？
？？？？？？
？？？？
挖槽
?
刘明
造雷达吗
先跪为敬
卧槽
每次都用这材料好贵啊。。。。
百万留名
大佬牛逼
握草
??????????
百万留名
之后全程高能！
你附魔的样子很帅，但你清理刀的样子真的很狼狈
再来一遍
卧槽
+1
国家有希望
嫖之呼吸，二之型，这次一定
组团偷刀（1/100）
？？？？？？？
白嫖失败
这次一定
前方高能
前方高能
up主的所有视频都是币比赞和收藏多
握草
这是何等的卧槽啊
这底下的纸是什么做的啊
66
哈哈哈哈哈哈哈
给你多少钱可以卖给我
来了来了
卧槽
微波炉：当时我害怕极了
nb
不上网课那个给我站住
下次一定
组团偷刀（2/100）
为什么投币只能投两个 
硬币掠夺者
百万留名
提前牛逼
卧槽
组团偷刀（2/100）
2/100
无情
三连已给
火雷神！！！
卧槽卧槽卧槽
百万留名
绝缘手套
天呐太好看了
注入灵魂
这可是紫光檀！硬刚铝皮的！
在下才疏学浅 之配提前说卧槽
"这几个磨砂纸分别是P1000-P5000,应该是磨砂效果不同"
终于来了
粉是荧光粉啊
4000
静静地看大佬不敢出声
ohhhhhhhhhhhhhhhhhh
百万留名!
？？？？？惊了
我：教练我要学这个。 教练：滚，我也不会
卧槽
卧槽卧槽卧槽，这么强的吗！！！
nb
？？？0？？？
愿称你为手工区最强
真·雷刀
猴赛雷啊！
百万留名
求同款纹身 有没有做的
WTF？？？？？
看看我刷到了是什么，！！
准备好膝盖
百万刘明
像极了巨人
才浅换锤子了诶
真就电出来的纹呗
焦了
牛逼牛逼牛逼
看到小苏打就知道不简单 要做导电液
卧槽
太牛逼了
卧槽
卧槽
会很脆弱那个，你不是当真了吧
就真的用电啊？卧槽卧槽
神锻国国主
✔
卧槽nb
卧槽
前方高能
卧槽
卧槽帅啊
⊙∀⊙！⊙∀⊙！
注入灵魂
提前握草
开始了
微波炉：你不要过来！不要过来啊!!!
卧槽
已三连
卧槽
提前3连
百万留名
白嫖失败
锻刀人一定带着面具
这个纹路真的帅，卧槽
神仙
我妈问我为什么跪着
4/100
太有新意了
卧槽
牛逼牛逼
卧槽
卧槽
火钳刘明
牛逼的才浅
白嫖成功
淦
（加量不加价！！！（什哈哈哈）
紫光檀魔鬼
那个男人来了
灵魂再录入!
老规矩，进门三连
镇站之宝
百万留名
为什么风格变了啊。。。
？？？？？
哇，好美
承包up
阿帕茶封印
卧槽
白嫖的乱棍打死
有请语文课代表发言
无法白嫖
哇哦
一个视频涨几十万粉
百万留名
小孩子才做选择，大人我全都要
你币来了
