up弹得很不错啊
如果有明天，祝福你亲爱的
祝福你，亲爱的
老男孩
也该放下了
陈正康
大冰！
原曲来了
来日可期
泪目
泪目
如果有明天祝福你亲爱的
一模一样看姑娘
这是？？？
请别再入梦，你不是已经放下了吗
尚楠囡喜欢你
吴桂桃，错过你，我不知要遗憾到多久
妙法莲华
永远十八
crq我喜欢过你你知道吗
马敏，我想你了啊
要幸福
琪:可能你一生也不会看到这条弹幕，分手这么多年 也许你早已成为别人的新娘，但我还是忘不了曾经的你和我
lxy希望你开心
lr我爱你
中考加油X2
如果可以我也想拥有太阳
我来了
你若安好便是晴天！
毕业快两年了，狗屁不是。想念大学同学
超纯
那是我㊐夜思念
初听不知曲中意 再听已成曲中人
瑶瑶，我想你了
弹幕也许都是孩子吧，你夹菜人转桌最好永远不要懂是什么感受啊
加油陌生人
我也曾梦想仗剑走天涯
高考加油
小叶你一定一定要幸福哦
罗玉凤我想你
21了
15
如果有明天，祝福你，亲爱的
唉老了，不行了
懦夫
多隆，是你
27岁裸辞还在为工作愁
为什么我每天脑海想的都是你
2020中考继续！
复读加油
开屏暴击
15
这时候蹦出来一句老铁666
祝各位明天起来都能充满干劲
幼师
xd 你还好吗
高二了，拼一把
年少只觉得好听，现在每一句歌词都扎心
大冰？？？
15
李洁 我永远爱你
19了，长大了。努力，奋斗，一定能成功！！！
如果有明天祝福你亲爱的
昨晚刚表白成功的我
如果有明天，祝福你，亲爱的
不想长大
老女孩
加油吼吼吼
刘珍池我是真的喜欢你啊，虽然表白失败滚，但是我一直喜欢你
我真的爱你啊我真的爱你
faker
生活就像一把刀
必须三连
让我们勇于面对未来
最后这个，就是我的写照
老子青春快没了
20了，老啦
22
黄远圆我好想你
李哥好
如果有明天祝福你亲爱的
23
错过了邱彤
啊faker
不是说要一直跟我在一起吗？为什么丢下我走了呀
唐佳溪
颜莉云，我放手了
再见，刘先生
CZY我们终将错过
贝好再见
15
祝福你
如果有明天祝福你亲爱的
想那么一个下雨的天，小巷与佳人
爱尼玛卖麻花情
神tm一开始，是后来才补票的，华语大部分歌都是
李亚萍
一晃就24了，真快啊，还觉得自己还小呢。一晃眼都快奔三了
26
未来会好的
"愿安好~,"
虞日连，我喜欢你呀！
不想留下遗憾，我爱你cwj！！！
崔莹，我错过你了
孙玥琦我喜欢你，疫情过后请和我在一起吧！
她在干啥
孙玮琦呀，我还是放下你吧
23了，还是很迷茫
14
不管我以前做了什么错过了什么 不去深陷回忆了从现在开始无悔
为了N
这段意义何在
羡慕你们还在上高中的
kc希望你还记得我，以前的我觉得你就是爱情，后来才发现，不过是一个男生的幼稚
看到这里就想到初中我们五个人骑自行车回家
夏，我不会忘记你的，谢谢你，点亮了我青春的记忆
再见了过往
20了，前途迷茫，生活好难
大冰最多算商业作者。。。建议多看看其他书
我也不知道我现在到底喜不喜欢他
我要去上财
叶星辰
16
眨眼就要成家了
zty 823
北邮学长为你加油
樊永琪我后悔了
粉筷子兄弟
虽然我未曾一刻拥有过你，但每当他们谈起爱情满脑子都是你的模样
额
好好听
Lsy我挺爱你的
有点想不起来以前有多开心了
莹莹听好了你是我的
那就!希望各位越来越好!
回眸百媚生
你好，再见。
邵霏，老子爱过你
飞鸟
？？？
和我当年一样，一下课就看栏杆
朱珂欣
再见，当初的你和我
zsy，对不起，我还爱你！
加油各位！
黄玉谏我爱你呀！！
始终是你的小粉啊
我们真的很好，真的应该放下
愿彼此安好
像星爷
雪平，对不起！
面筋哥还行
ycc你要好好的
是呀，那一天过后再也见不到了
代二哈，我很爱你，可这一切结束了。
谢谢
如果有明天祝福你亲爱的
只有一次的人生一定要快乐哦
祝你幸福
过往不恋，未来想要更好地自己。
爱过的，祝幸福
陌生人加油
我想回去和你们坐一起随便聊聊
2020年会更好。XYY——2020.2.27
冰叔，排面
眼二我爱你
校服眼熟
祝你安好syx
他还在继续走而我被忘在时光里了
我们以后真的只是路人了吗
陈婷婷，我喜欢你，就这样，嗯！
再见，马儿
刘成名，我会努力追上你的脚步的！！！
回不来的407
黄柯维
突然就20了
彭凯南，再见了
考研加油！
周文静我喜欢你
刚20，转眼就奔三啦
18
对不起，我喜欢你
再也没有那个小猫猫了
加油，老朋友
我就是懦夫，我不敢迈出那一步
中考加油！
曾zh我们认识多久了
我怎么一眨眼就长大了呢？唉～
这一幕戳心了
祝福吧
底下绿字   这是幼儿园老师给学生带舞
20了
25了
没有喜欢的人
lxz我曾经喜欢你，但我现在也有自己的先生了，你呸
谢佳我现在还是喜欢你
环奈我爱你
再见了 袁淑静
对不起啊，我拉黑了你所有的联系方式。可我却偷偷想着你
浮生不若梦，孤影照惊鸿
歌名：arigatou
13
再见
罗玉凤！你为什么离开我去美国？？？
这个世界在这时候还挺美好的
23
复读成功 高考必胜
我喜欢过你，黎慧贤
17希望以后一切顺利
阿元
阿元
弯着腰
我不会让TT和大学成为我的遗憾
再见了王文智
要辛福
我还爱着你
饮冰十年，热血难凉
王心怡，对不起，还是没能等到你！
徐志鑫 依然爱你
刘一炫我想你了
汤阴一中
单身暗恋墙
章雨，对不起
我也有一个喜欢的人呢，今天她找我说话了，但是我又喜欢二次元呢。
罗玉凤是认真的吗？凤姐？
过去的让它过去
高考加油！
hww
郭嘉燕我爱你
张佳慧我好想你
18岁了，祝高考顺利
林娟芳我喜欢你！！
22了
如果有明天祝福你亲爱的！！
tyt爱你
田晓如，祝你幸福，再见
大冰 张嘉佳 嗯…
宋灵，没有我在身边后要快快乐乐的
加油呀＾０＾~彭开元
下一个更乖！
20了
武汉理工等我
懦弱，好像是血液里的东西。。。
如果有明天祝福你亲爱的
lzm你要好好的
或许吧
哇
XSQ 1228
光头强我喜欢你
faker
徐彬倬
晚安，我真的好想你。
祝福你，Wyj
加油
感谢你在我的回忆中留下了不可磨灭的痕迹
等我30岁我要唱这首歌
突然间就16
肾宝味道好极了
这男的好帅
韩梦圆当时的幼稚是对我最大的遗憾
刚刚那是喜欢的人?
cxk你一定要和qbl好好的，白头偕老！
不知道这么表白有什么意思
0227生日快乐 那么多年 好喜欢你
加油！
永别了  xyy
再见了  谢游游
喜欢就去表白？
喜欢就去当年说懂？
懦夫表白墙
公考加油
哦，原来你也在这里
殷玮艺 我真的想和你在一起啊
哈哈哈哈哈哈哈哈哈
wyh祝你幸福
yys，等着我
向前
祝福你
lrf
xc对不起我一直在骗你
cxk我喜欢你
zgg 喜欢你
cjp我们公大见 即使生而渺小 也有别人只可仰望的勇敢
华哥要好啊
中考加油！！！
青春的味道
HZ，下辈子娶我吧
感谢前面的黄字！初三加油，中考加油！
希望这里所有人的愿望都能实现
大冰！！！！！！
药水哥的那个你是魔鬼吗啊
以后的路还长。加油吧！
lsy要幸福啊
真把这当懦夫墙?
不多说了，张春义，皮蛋爱你
喜欢就去追呀
我还是爱你，不打扰是我最后的付出
乔碧萝，你若待鲲鲲不好，我死也不会放过你
林允儿，我原谅你比我大好几岁了，你回来吧。
会有更好的
2020高中加油啊
"hxy,我放弃了"
TCL这是我们之间的暗号
已不在相信爱情
该忘得就忘了把！！！！！！
我在努力冷眼旁观
若有来生
xyh你一定要开心啊
lyy 再见
希望这里所有人的愿望都能实现
爱你gong
怂狗表白墙
Aimer我永远喜欢你
李哥
麻衣我爱你
中考加油！WZY等我出人头地，定赴当年之约！
不要放弃不要麻木，为自已的理想努力，我父母过上好日子努力
张影
梁园我爱你
洪，如果你以忘了我我会在最后多看看你祝你幸福
王扶萍，你看那月亮还似当时吗。
WDY我很喜欢你 但你一直把我当成你的男闺蜜
这个真的看不下去了
希望这里所有人的愿望都能实现
希望这里所有人的愿望都能实现
16
希望这里所有人的愿望都能实现
希望这里所有人的愿望都能实现
中考加油
抱着儿子啥也不敢说
哈哈哈虎背熊腰初恋脸！！！
好看的男孩子就应该和好看的和男孩子在一起
18了
stn是你吗？？？
高考加油
一切都会好起来的
Faker会说中文？还会唱歌？还会女装？
卢姥爷我想你了，回来吧
clh今生只爱你一人
岁月让我知道，我除了快递谁都不用等
胡虹瑾老子爱你
说真的，我想骂人
老子是于谦我爱你。哈哈哈
寡姐我答应你做我二老婆了，回来吧
高考加油，遇见最好的自己
于佳咋了？
老婆肚子大，也是什么不敢说
cjs我好喜欢你啊
兴宁的别走，我梅州的
程羽阳拜拜老子不喜欢你成了吗
真是后悔当初买了那张彩票，现在想花都花不完了
lr
FY我不知道你看不看得到但是我只想说我喜欢你，我依然记得大一校的日子    LJQ
那年在鸭店里您点了我，第二天我就开上了跑车，我永远不会忘记您的恩情！
高一的表示还好朋友都在感情仍浓
樱岛麻衣我喜欢你
马化腾，我不是一个好父亲
Faker女装的请停下
我要努力以后有钱让爸妈享福
mzy你要过的好好的熬
彭一博我真心喜欢过你但是从今天起我会忘记你
浙江大学我来了
希望这里所有人的愿望都能实现
???????????
小甜
PDD，LBW那个是魔鬼吗？
yml我爱你
年轻真好
我挺累的，哈哈哈哈
EXO  WE ARE ONE
EXO  we are one
中考加油
考研的牛逼！！！
最可怜的不是没有勇气表白，是连个表白的人都没有
很高兴能遇见你，pq
dyc我真的爱你啊
想要表达什么？！
哈哈哈哈那个面筋姐别走
吴吉梦我想你
你们真好 有喜欢的人
myn，再见了
加油啊
东皇给大招啊
迪加歪腻
中考加油！
真的想你了
大冰的小屋
zyc我还喜欢你！
我只想学好数学！！！！！！！！！
还有100天我要高考了
将乐四中？？？！
老公你快说句话呀
过了6月我连偷看你的机会都没有了吧吴靖铃
周萌可能我们真的是朋友了
高考高考高考，高二加油，考上一本，别在浪费时间了，求我了
以上是b站懦夫墙的全部内容
宋伟岩，我不是一个好父亲
笑着笑着就哭了
（混入其中）没有喜欢的人
懦夫们在这表白？给爷滚出去然后大声告诉ta
啊，jzq
闪闪，我爱你啊
faker
亚索 我永远爱你
lsc
我很想你
高考加油
以上即为全部遇难者名单
17
我爱你中国
zxw我们还能回去吗
19
对不起 我爱过
zfy
天涯，过客！
开口了，失败了哈哈哈哈哈
石原里美我爱你啊啊啊
仓木麻衣我爱你
借你吉言
对不起，我忘不了了，虽然你从未爱过我，可我很珍惜哪些时光，张琛
以后别做让自己后悔的事！
zlp还是忘不了你
2020高考加油
我想改变自己
zjy我喜欢你
我笑了笑
珍惜当下的时光，就是最好的追忆和纪念
蝴蝶姐姐忍我喜欢你
！！！
唉  网课我什么都听不懂
陈维翰wdnmd
lbwnb
愿所有美好都能实现
高考加油
谁喜欢我啊
乌兹，游泳滴神！
祝你幸福
CXK我爱你
你也在看吗
再见了
啊啊啊卢姥爷我爱你
高考必胜
我不爱你了
mty。。。
输入法也不会记得了，我已经把那个名字删除了（苦笑）
张云雷 等我
懦夫表白墙
lim me→∞＝you
我真的好想你啊ljy
于大壮，加油呀！
我管你几岁！！管你小学生大学生！！在这告白一定成功！！在这许愿一定成功！！！你们都给爷幸福起来！！！给爷长长久久！！学习出众！！！
xswl
前面表白墙的hhhhhh
都给我哭哭哭哭哭哭哭哭哭哭哭哭！！！
欢迎来到小学生表白墙
雅思加油！
在这刷什么
走了
翻唱的歌曲这么火么  还是先上车再买票的  
表白爱恋的方式不同罢了
这个人有故事
我莫得感情。
钉钉无情
高考请
加油一定要加油
这啥歌
李博，再见了
wy再见
吕珞琳，回头看一眼好不好
，，，高考加油 ，，，冲，理化生
西政我来了！！！
中考加油
梦想
LQY前程似锦祝你也祝我
中国，我喜欢你
生活好累
我祝你们永远单身
B站被小学鸡攻占了
卢本伟我爱你
中考加油
lbwnb
好看好看好看好看好看
武汉加油，中国加油
朱睿思我爱你
再听已是曲中人
四级考试加油！
卢本伟牛逼！！！
bgm：老男孩
我想改变你
大冰的小屋
张克浩...还记得我吗哈哈
表白的我一条条举报！
表白都嫁给蔡徐坤
于谦于大爷你还好吗我想你了
我爱你啊
加油
我爱你，周j雨
zjy我喜欢你！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
春天不是在234月份么？
奥利给！兄弟们造他就完了！
好久不见 
希望这里所有人的愿望都能实现
考研加油考研上岸！我知道这不容易，但我能行！
中考加油！北京我来了
大冰的小屋！
还是选择等待吧
高考加油！
我得不到的也是物理
高考加油
说出那句话，不知是否还能成为朋友
侧脸好像车车啊 只有我自己感觉吗？
邹欣宇我喜欢你
1
我爱老婆
单身狗战死于此
"h*j,我爱的就是你啊"
高考加油！
建议设置屏蔽词：我爱你、喜欢你”
这张仿佛看到了我高中下课时的画面
好听
火钳刘明
腾讯课堂我爱你
祝我年少有为
倪丹丹
单身狗哈哈哈哈哈哈哈哈哈
卢本伟牛逼
我要冲国服韩信
毛爷爷我爱你
好想...好想再爱这个世界啊
青春，再见了！
大四应届毕业生感慨万千，时间过的最快
你是我的小呀小苹果
初闻不识曲中意，再闻已是曲中人
www要幸福
30岁 想重新活一次
再见，马鞍山中加！
加油各位
2020中考加油
2020万事如意，加油！
钉钉我爱你
哭了
卢本伟牛B
吴骞我喜欢你呀
诺夫表白墙
jyx好好学习加油
我爱我自己
干  扰  弹
在这里表白的都是懦夫，一辈子都不配拥有爱情。
"zwh,lsh,ljr,lt,xzh,xth我们都要好好的！"
难道就我自己没有喜欢的人？
“对不起，我害怕。”
我爱你们，谢谢
高文强我喜欢你
我想学好数理化
有故事的男人
2020加油
中国加油
明天加油
c 再见
高考加油
卢玉娇，我都知道，我都明白......
重新开始吧
我爱我自己
乔碧萝爱你
加油我自己
这段好喜欢，应该说很有感触吧
是她
钉钉我爱你(ღ♡‿♡ღ)
腾讯课堂我爱你(ღ♡‿♡ღ)
懦夫表白墙
中考加油
我喜欢自己
lbw回来吧电脑给我们吃了！！！！
高中真好，好想回去，
李倩那个下午你拉我手的时候我不会忘的
真正的懦夫连匿名都不敢发
付吧！
我喜欢你啊
人的梦想，是不会终结的!
樱岛麻衣，我爱你！！！！
我爱初春
？？？？
高考必胜！建筑系！
。
2021高考加油
想杀了田广呀
听着听着不禁泪目
老男孩老男孩老男孩老男孩
我的天啊这么多表白的？
再见了，段淇
我爱我自己
我爱钉钉
想回到初中
卢本伟牛逼
冉湘黔我还爱你啊
高考加油
生活加油！！！
再见
加油
学习通
是终于活成了自己最讨厌的老爹模样，呵呵
再见了！王格（王哥）！
这个妹子这里可爱
我还是很喜欢你
放开我的樱岛麻衣
                                        中考加油！
余高我来了
MCY中考加油
喜欢就去表白啊，干嘛在这里
歌曲；老男孩
好听
蔡徐坤我爱你
why
薇尔莉特我爱你
lbw我爱你！
爱了
喂，我不想错过你和我在一起吧
zsr我爱你
男人的快乐就是这么简单
为你迷失了自己，这样的真的值得吗
中国加油，武汉加油
不敢说出名字的怂，怕被他知道。
司玉树，祝福你
我币没了
2021年高考加油
中考加油！
我爱我的女朋友
wss我爱你
我 爱 卢 本 伟！！！！！
没想到我还喜欢着你吧，熊钦玉
刘山我喜欢你
傻瓜，加油哦
高考600分我可以
卢孝子马没了
中国加油！
剪辑的太棒了
znl我爱你，超爱超爱你
BGM  老男孩
qxy
中考加油！！！
老大走好 我想你
艾瑞莉娅我爱你
表白给鬼看啊，loser
我爱你，学习通
赖珊
窈窕淑女，寤寐求之，求之不得，寤寐思服
张志贤我喜欢你！！
许光汉我爱你
任豪的别走！！！
机械公敌兰博我爱你
高考加油
活不说出口，对方要怎么答应你啊
一直喜欢彭于晏
SYY再见了
姚佳我喜欢你
中考加油
漓泉1998
高考加油
高考640冲啊
考研上岸
武汉加油
这么应景的吗
烟花开的瞬间祝我们高考加油，实现理想，终身热爱。
大家高考一起加油
厄加特有问题吧
祁宵森最爱朱婧
祝你幸福
ohhhhbhh
好喜欢这几句
钉钉我爱你
加油
钉钉，喜欢你两个月了
中国我爱你
说厄加特的，是不是喜欢靠脸吃饭的徐大王？
宫水三叶是我的
爱你
2022，会弥补掉2019的失利的
所以说，开哥你还回来吗？
萱哥
南大和北大等我！！！！
老男孩
你币有了
我喜欢你，但我可能不配了
加油
高考冲啊！
学考加油
YQ sg
克烈，带我去战场！！！！
中考加油
。。。。。你在英国，还好吗？
还想你丫
高考加油呀，不能再堕落了
数学我也爱你
新天快乐！
乔祖涵我喜欢你
？？？？
所以这首歌叫啥
这个就有点伤感了，但是一个人能买得起这么大的房子还是挺厉害的
别给我看这种！！我不行了
祝我以后前程似锦
希望能找到一个好的工作
努力奋斗，做最好的自己。加油2020
真想永远留在高中这个时期
曾是听曲人，再回首已是唱曲人
李旭，我们复合吧
一切都会 好起来的
大冰的小屋
曾经我以为我早就爱的不是她了，爱的只是一个影子，爱的是自己，但是今天我忍不住在视频站搜索了她的名字，有段视频是她的，很短30s把人拍的也不好看，后期水准一塌糊涂，我很失望，然后忍不住看了10多次。
2020高考加油
时光荏苒，我只认你
化学再爱我一次！
表白匿名
李文宝我爱你
还有一年半，加油！！！！
伍静我喜欢你
加油！拼了，老天！等我招飞成功！
加油
余振江我喜欢你
交封不杀
中考加油！！！
张如梦我喜欢你。
英语再爱我一次
卢本伟牛逼
网课我爱你
马云，老子爱你
这是什么歌！
王一萌
是是是
巨魔之王我拍你
钱，我爱你
加油，未来一定会好的
澳利给
2020高考加油！
祝大家前程似锦！！
单身狗万岁
还有7年
卢本伟？
卢本伟牛逼
未来可期
中考加油！！
我爱你，青春
这人像星爷唉
高中，满满的遗憾
高中加油。
艾欧尼亚我爱你
我还喜欢你，但是我不配
刘璐，我喜欢你！！
人家租的呢?
钱一君我爱你
钉钉我好爱你
2020年 桂林理工大学空港校区等我
张小迪高考加油
财务自由 我爱你
yf我爱你啊
你归来是诗，离去成词，且笑风尘不敢造次。我慷慨能食，粗衣也认，煮酒话桑不敢相思。我站也如松，行也如风，偏偏风月难抵浮生。你西施也好，沉鱼也罢，恰恰栽场大梦惊鸿。
wxy，我一直喜欢你啊
剩下的人生不知道怎么
我喜欢你
冬泳怪鸽加油
刷刷，我爱你！！！
中考，加油啊啊啊！
不错啊
那真是金子般的日子啊
刘玉英啊、你在看吗？我真的舍不得你离开啊、四年了
2020高考加油！
邋遢
钉钉，我太爱你了
"[""0.984"",""0.842"",""1-0.2"",""2.3"",""曾经志在四方少年"",""0"",""0"",""0.047"",""0.041"",""1000"",0,0,""NSimSun"",1]"
考上一中
憨憨的雷
这首歌问歌名的你暴露年龄了
"[""0.036"",""0.09"",""1-0.1"",""2.2"",""当初的愿望实现了吗"",""0"",""0"",""0.22"",""0.747"",""1000"",0,0,""NSimSun"",1]"
"[""0.037"",""0.859"",""1-0.1"",""2.2"",""事到如今只好祭奠吗"",""0"",""0"",""0.058"",""0.088"",""1000"",0,0,""NSimSun"",1]"
2021高考·加油
我想忘了她
伟伟，我是爱你的
老八我爱你
我一定要考研！！
蓝鸟校服
"[""658"",""10"",""1-0.5"",""4.5"",""只剩下麻木的我没有了当年的热血"",""4"",""3"",""4"",""337"",500,0,1,""NSimSun"",1]"
好想回到高中啊
"[""45"",""29"",""1-0.5"",""3"",""看那漫天飘零的花朵"",""4"",""3"",""37"",""373"",500,0,1,""NSimSun"",1]"
？？？
曹可，祝我们前途似锦，我爱你。
如果有明天祝福你亲爱的
"[""654"",""393"",""1-0.5"",""4"",""任岁月风干理想再也找不回真的我"",""0"",""0"",""27"",""25"",500,0,1,""SimHei, \""Microsoft JhengHei\"""",1,""M63,30L63,30""]"
曾经想说 我爱你 没说出口也没机会了
sxy再见了
许愿考研
数学我爱你
想你了，汪~
心悦君兮君不知
模型战士遥不可及
小学生表白墙 活该你单身
考编加油
你们是同一个ggd吗?
没有人会愿意陪我长大
会昌三中，2020高考加油
唉
学习我爱你
我想要女朋友啊
有机化学我想你了
相信自己 追寻更美好的明天
祝各位前程似锦
麻木的我已经没有喜欢的人了……
男孩子要好好努力是为了在自己夹菜的时候别人不敢转转盘
加油2020
我爱你，好爱好爱，但我们不能在一起
你毫不犹豫的拒绝，挺好
一路长红！！！
武汉加油
一路长红
肖雯瑛 等我
乔碧萝我爱你
我要努力！考上村口最好的幼儿园！！
中考加油
我能拿世界冠军
别表白了，这不是情歌，是励志歌啊
中考加油
↓ ↓ ↓ 札幌市政厅旧址？
武汉加油
国考面试加油
加油啊！作为一个活成自己希望的人衷心祝福你们啊，虽然多少有些遗憾但是我最起码能保持自己希望的样子了
617
加油
高一唱的，一转眼9年了
中考冲冲冲！！！
有的呀，有B站的大家陪你长大
张文祥我喜欢你
高考加油一定
王琪星，我喜欢你，不是爱你
陈巧巧巧巧巧巧巧我永远永远喜欢你
2020中考加油
还算算了吧...
可惜当时不知道什么是珍惜
加油
sz再和我说句话吧
从此无心爱良夜，任他明月下西楼
志冰加油
奋斗奋斗奋斗
学校，我爱你，让我上课写作业吧！！！
祝你前程似锦，我金榜题名
游程程我爱你
二娅我爱你。
考研顺利
加油！
学校的时光真的是最怀念的时光了
唐倩，快五年没见了吧，我还是喜欢你
天津师范大学 我来了！！！
难过的时候格外想你
2020高考，100天冲呀
我要当职业选手，为梦想而奋斗
我在此保证，最后百天，拼尽全力
猪芬芬快来陪我一起过日子啊啊啊啊
对不起，也许我不该出现
这个小姐姐好可耐
gyl对不起
加油
叶珠灿老子爱你
薇尔莉特我爱你
"李爽,我爱你！反正你又看不到"
原来的朋友渐行渐远身边空无一人
加油！
未来很长，加油
突然又想起她穿汉服和我在操场相拥
我有过梦想！！！
郑渝白，有缘再见啊
各自安好
这些话，全部都会实现
老歌
加油！
考研上岸加油
2020高考加油
郭对不起
中考加油！
我好想你啊
专升本成功
wyy祝你我中考顺利
高考必胜！
今年的风儿甚是喧嚣啊！
2020我要忘了你啦
大冰的小屋啊啊啊啊啊啊
"LJY,再见           梦想加油"
王小蝶哥哥永远爱你。
faker ?
?
真实喝酒飙歌
加油生活吧
王莹 我……
2020中考加油！说好的和你考同一所学校的
想起当年和他一起练这首歌了
加油！
逝去的青春啊
孩子你快去高考。大学那个美好时光在等你
高考加油
我喜欢你
愿诸位前程似锦
祝大家前途似锦也祝我前途似锦
我已经18了呢
你还要这样多久
刘洁我还在想你
我24了 却一事无成
乐昌一中2020高考加油!!!
高考加油
我该和你去二中的，我不该去省实验的
我喜欢你wjz
也许永远都不会跟她说出那句话
叶梨莎 我爱你 错过了
这是我！！
我差点被吓到，，还好不是背影杀手
